"","population","year","site","nest","species","exp","type","laid","hatch","manip","ring","mate_ring","chick1","chick2","chick3","chick4","chick5","chick6","comments","field_sex_focal","field_sex_mate","code","nest.id","year.cr","year.mr","year.code","first.res","last.res","first.cap","last.cap","first.cap.r","last.cap.r","laying_date","found_date","end_date","fate","latitude","longitude","no_chicks","clutch_size","laying_date.r","found_date.r","end_date.r","hatching_date.r","first.bf.adult","last.bf.adult","adult.not.seen.bf","times.adult.not.seen","total.brood.res","last.bf.adult.before.desertion","datenot.seen.after.desertion","first.bf","last.bf","chicks.alive.last","chicks.not.seen.bf","first.bf.adult.r","last.bf.adult.r","adult.not.seen.bf.r","last.bf.adult.before.desertion.r","datenot.seen.after.desertion.r","first.bf.r","last.bf.r","chicks.alive.last.r","chicks.not.seen.bf.r","chick1.capdate","chick1.tarsus","chick1.weight","chick2.capdate","chick2.tarsus","chick2.weight","chick3.capdate","chick3.tarsus","chick3.weight","largest.chick.tarsus","largest.chick.capture","largest.chick.age","largest.chick.capdate","estimated.ld","layingdate","check.estld","first.res.bs","last.res.bs","first.d.seen","last.d.seen","mol_sex_focal","mol_sex_mate","captured_focalyear_focal","captured_focalyear_mate","northing","easting","estimated.hd","error.p","error.ch","bf.quality","comments_field","comments_stdfile","year.ring","pop.sp","ld.minus10","clutch_size1","clutch_size2","clutch_size3","clutch_size4","fate1","fate2","fate3","fate4","no_chicks1","no_chicks2","no_chicks3","no_chicks4","jd.idate","total.nests.peryear","ordinal.nest.peryear","earliest.seen","latest.seen","min.ldminus10","earliest.founddate","latest.enddate","min.layingdate","bs.start","bs.start.which","bs.end","bs.end.which","bs.length","sex.reliable"
"1957","Maio",2014,"R","-201","KP",NA,NA,NA,NA,NA,"CA3494","CA3466","CA4027","CA4028","CA4195",NA,NA,NA,NA,"F","M","MX.YX|WX.RX","Maio-KP-2014-R--201",2010,2010,NA,"14/11/2014","14/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,"14/11/2014","14/11/2014",NA,NA,NA,"14/11/2014","14/11/2014","14/11/2014",NA,"14/11/2014",19.4,5.53,"14/11/2014",19.6,5.19,"14/11/2014",18.4,5.11,19.6,"14/11/2014",0.977777778,"14/11/2014","19/10/2014",2014-10-19,NA,NA,NA,2014-11-14,2014-11-14,NA,"M","no","no",NA,NA,"13/11/2014",NA,NA,NA,NA,NA,"2014-CA3494","Maio-KP",2014-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,1,1,2014-11-14,2014-11-14,2014-10-09,NA,NA,2014-10-19,2014-10-09,"min.ldminus10",2014-11-14,"latest.seen",36,NA
"1958","Maio",2014,"R","101","KP",NA,NA,NA,NA,NA,"CA4200","CA2619","CA4197","CA4198","CA4199",NA,NA,NA,NA,"F","M","MX.LX|WX.BX","Maio-KP-2014-R-101",2014,2014,NA,"15/09/2014","09/10/2014",NA,NA,"03/10/2014","03/10/2014",NA,NA,NA,"HATCH",NA,NA,"3","3","20/09/2014",2014-10-01,2014-10-05,NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,"04/10/2014","16/11/2014",NA,NA,NA,"04/10/2014","16/11/2014","16/11/2014",NA,"05/10/2014",19,6.9,"05/10/2014",20,6.45,"04/10/2014",20.6,7.11,20.6,"04/10/2014",3.2,"04/10/2014","05/09/2014",2014-09-20,-14.2,NA,NA,2014-09-15,2014-11-16,"F","M","yes","yes",78211,60417,"30/09/2014",NA,NA,NA,NA,NA,"2014-CA4200","Maio-KP",2014-09-10,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,263,1,1,2014-09-15,2014-11-16,2014-09-10,2014-10-01,2014-10-05,2014-09-20,2014-09-10,"min.ldminus10",2014-11-16,"latest.seen",67,NA
"1959","Maio",2014,"R","106","KP",NA,NA,NA,NA,NA,"CA3664","CA4136","CA4152","CA4154","CA4161",NA,NA,NA,NA,"F","M","OX.MX|WX.GX","Maio-KP-2014-R-106",2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HATCH",NA,NA,"3","3","13/10/2014",2014-10-21,2014-11-03,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,"02/11/2014","19/11/2014",NA,NA,NA,"02/11/2014","19/11/2014","19/11/2014",NA,"02/11/2014",19.8,7.41,"03/11/2014",9.5,6.61,"03/11/2014",8.8,7.12,19.8,"02/11/2014",1.422222222,"02/11/2014","06/10/2014",2014-10-13,-6.422222222,NA,NA,2014-11-02,2014-11-19,"F","M","no","yes",75916,61476,"31/10/2014",NA,NA,NA,NA,NA,"2014-CA3664","Maio-KP",2014-10-03,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,286,1,1,2014-11-02,2014-11-19,2014-10-03,2014-10-21,2014-11-03,2014-10-13,2014-10-03,"min.ldminus10",2014-11-19,"latest.seen",47,NA
"1960","Maio",2014,"R","2","KP",NA,NA,NA,NA,NA,"CA3911","CA3012","CA4119",NA,NA,NA,NA,NA,NA,"F","M","GX.MX|YX.BX","Maio-KP-2014-R-2",2013,2013,NA,"16/09/2014","20/10/2014",NA,NA,"10/10/2014","10/10/2014",NA,NA,NA,"HATCH",NA,NA,"1","2","17/09/2014",2014-09-25,2014-10-14,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14/10/2014","18/11/2014","14/10/2014","18/11/2014","14/10/2014",19.8,6.98,NA,NA,NA,NA,NA,NA,19.8,"14/10/2014",1.422222222,"14/10/2014","17/09/2014",2014-09-17,0.577777778,NA,NA,2014-09-16,2014-10-20,"F","M","yes","no",76592,61516,"12/10/2014",NA,NA,NA,NA,NA,"2014-CA3911","Maio-KP",2014-09-07,"2",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,260,1,1,2014-09-16,2014-10-20,2014-09-07,2014-09-25,2014-10-14,2014-09-17,2014-09-07,"min.ldminus10",2014-10-20,"latest.seen",43,NA
"1961","Maio",2014,"R","202","KP",NA,NA,NA,NA,NA,"CA1121","CA4137","CA4148","CA4149",NA,NA,NA,NA,NA,"F","M","MX.LX|GX.RX","Maio-KP-2014-R-202",2012,2007,NA,"22/09/2014","22/09/2014",NA,NA,NA,NA,NA,NA,NA,"HATCH",NA,NA,"2","3","11/10/2014",2014-10-21,2014-11-02,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,"02/11/2014","20/11/2014",NA,NA,NA,"02/11/2014","20/11/2014","04/11/2014","07/11/2014","02/11/2014",20,5.84,"02/11/2014",19.4,5.6,NA,NA,NA,20,"02/11/2014",1.866666667,"02/11/2014","06/10/2014",2014-10-11,-4.866666667,NA,NA,2014-09-22,2014-11-20,"M","M","no","yes",75863,61951,"31/10/2014",NA,NA,NA,"CA4137 ringed in 2014; according to plumage coloration and incubation behaviour it was sexed as male. CA1121 was sexed molecularly as male, but also as female based on plumage coloration and incubating behaviour in 2014 and 2012. ",NA,"2014-CA1121","Maio-KP",2014-10-01,"3",NA,NA,NA,"HATCH",NA,NA,NA,"2",NA,NA,NA,284,1,1,2014-09-22,2014-11-20,2014-10-01,2014-10-21,2014-11-02,2014-10-11,2014-09-22,"earliest.seen",2014-11-20,"latest.seen",59,"conflicting sex"
"1962","Maio",2014,"R","3","KP",NA,NA,NA,NA,NA,"CA2753","CA2758",NA,NA,NA,NA,NA,NA,NA,"F","M","MX.WX|OX.BX","Maio-KP-2014-R-3",2010,2009,NA,"26/09/2014","17/10/2014",NA,NA,NA,NA,NA,NA,NA,"Infertile",NA,NA,"0","2","21/09/2014",2014-09-26,2014-11-28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-21,NA,NA,NA,2014-09-26,2014-10-17,"F","M","no","no",75934,61939,NA,NA,NA,NA,NA,NA,"2014-CA2753","Maio-KP",2014-09-11,"2",NA,NA,NA,"Infertile",NA,NA,NA,"0",NA,NA,NA,264,1,1,2014-09-26,2014-10-17,2014-09-11,2014-09-26,2014-11-28,2014-09-21,2014-09-11,"min.ldminus10",2014-11-28,"latest.enddate",78,NA
"1963","Maio",2014,"R","301","KP",NA,NA,NA,NA,NA,"CA3057",NA,NA,NA,NA,NA,NA,NA,NA,"F","M","MX.WX|BX.RX","Maio-KP-2014-R-301",2010,2010,NA,"25/09/2014","07/11/2014",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"3","16/10/2014",2014-10-27,2014-11-03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-16,NA,NA,NA,2014-09-25,2014-11-07,"F",NA,"no","no",77482,60767,NA,NA,NA,NA,NA,NA,"2014-CA3057","Maio-KP",2014-10-06,"3",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,289,1,1,2014-09-25,2014-11-07,2014-10-06,2014-10-27,2014-11-03,2014-10-16,2014-09-25,"earliest.seen",2014-11-07,"latest.seen",43,NA
"1964","Maio",2014,"R","302","KP",NA,NA,NA,NA,NA,"CA4193","CA4194",NA,NA,NA,NA,NA,NA,NA,"F","M","GX.MX|YX.WX","Maio-KP-2014-R-302",2014,2014,NA,NA,NA,NA,NA,"12/11/2014","12/11/2014",NA,NA,NA,"Abandoned",NA,NA,"0","2","02/11/2014",2014-10-28,2014-12-01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-02,NA,NA,NA,2014-11-12,2014-11-12,"F","M","yes","yes",76459,61637,NA,NA,NA,NA,NA,NA,"2014-CA4193","Maio-KP",2014-10-23,"2",NA,NA,NA,"Abandoned",NA,NA,NA,"0",NA,NA,NA,306,1,1,2014-11-12,2014-11-12,2014-10-23,2014-10-28,2014-12-01,2014-11-02,2014-10-23,"min.ldminus10",2014-12-01,"latest.enddate",39,NA
"1965","Maio",2014,"R","303","KP",NA,NA,NA,NA,NA,"CA4209","CA4025",NA,NA,NA,NA,NA,NA,NA,"F","M","MX.BX|YX.LX","Maio-KP-2014-R-303",2014,2014,NA,NA,NA,NA,NA,"30/10/2014","30/10/2014",NA,NA,NA,"Infertile",NA,NA,"0","3","22/10/2014",2014-10-30,2014-11-26,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-22,NA,NA,NA,2014-10-30,2014-10-30,"X","M","yes","yes",77607,60807,NA,NA,NA,NA,NA,NA,"2014-CA4209","Maio-KP",2014-10-12,"3",NA,NA,NA,"Infertile",NA,NA,NA,"0",NA,NA,NA,295,1,1,2014-10-30,2014-10-30,2014-10-12,2014-10-30,2014-11-26,2014-10-22,2014-10-12,"min.ldminus10",2014-11-26,"latest.enddate",45,NA
"1966","Maio",2014,"R","305","KP",NA,NA,NA,NA,NA,"CA1080","CA2693","XX.XX|XX.XX","CA4029","CA4030",NA,NA,NA,NA,"F","M","MX.OX|LX.GX","Maio-KP-2014-R-305",2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HATCH",NA,NA,"3","3","19/10/2014",2014-10-30,2014-11-14,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,"14/11/2014","03/12/2014",NA,NA,NA,"14/11/2014","03/12/2014","15/11/2014","29/11/2014",NA,NA,NA,"14/11/2014",18.6,6.37,"14/11/2014",21,5.76,21,"14/11/2014",4.088888889,"14/11/2014","15/10/2014",2014-10-19,-3.088888889,NA,NA,2014-11-14,2014-12-03,"F","M","no","no",76520,61104,"09/11/2014",NA,NA,NA,"Unringed chick was found dead on nest",NA,"2014-CA1080","Maio-KP",2014-10-09,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,292,1,1,2014-11-14,2014-12-03,2014-10-09,2014-10-30,2014-11-14,2014-10-19,2014-10-09,"min.ldminus10",2014-12-03,"latest.seen",55,NA
"1967","Maio",2014,"R","4","KP",NA,NA,NA,NA,NA,"CA1637","CA3761","CA4108","CA4109",NA,NA,NA,NA,NA,"F","M","BX.MX|RX.GX","Maio-KP-2014-R-4",2009,2009,NA,"26/09/2014","26/09/2014",NA,NA,"10/10/2014","10/10/2014",NA,NA,NA,"HATCH",NA,NA,"2","2","21/09/2014",2014-09-29,2014-10-10,NA,NA,NA,NA,1,17,NA,NA,NA,NA,NA,NA,"10/10/2014","22/11/2014",NA,NA,NA,"10/10/2014","22/11/2014","22/11/2014",NA,"10/10/2014",18.6,6.04,"10/10/2014",18,6.22,NA,NA,NA,18.6,"10/10/2014",-1.244444444,"10/10/2014","15/09/2014",2014-09-21,-6,NA,NA,2014-09-26,2014-11-22,"F","M","yes","no",76542,61604,"10/10/2014",NA,NA,NA,NA,NA,"2014-CA1637","Maio-KP",2014-09-11,"2",NA,NA,NA,"HATCH",NA,NA,NA,"2",NA,NA,NA,264,1,1,2014-09-26,2014-11-22,2014-09-11,2014-09-29,2014-10-10,2014-09-21,2014-09-11,"min.ldminus10",2014-11-22,"latest.seen",72,NA
"1968","Maio",2014,"R","8","KP",NA,NA,NA,NA,NA,"CA3082","CA1676","CA4191","CA4192","CA4196",NA,NA,NA,NA,"F","M","MX.WX|OX.WX","Maio-KP-2014-R-8",2010,2010,NA,"10/09/2014","16/11/2014",NA,NA,NA,NA,NA,NA,NA,"HATCH",NA,NA,"3","3","20/10/2014",2014-11-10,2014-11-14,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,"14/11/2014","29/11/2014",NA,NA,NA,"12/11/2014","29/11/2014","18/11/2014","21/11/2014","12/11/2014",20.5,6.65,"12/11/2014",19.2,6.88,"14/11/2014",19.8,6.94,20.5,"12/11/2014",2.977777778,"12/11/2014","15/10/2014",2014-10-20,-4.977777778,NA,NA,2014-09-10,2014-11-29,"F","M","no","no",78636,60509,"09/11/2014",NA,NA,NA,"CA3082 marked as male in captures, molecularly sexed as F",NA,"2014-CA3082","Maio-KP",2014-10-10,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,293,1,1,2014-09-10,2014-11-29,2014-10-10,2014-11-10,2014-11-14,2014-10-20,2014-09-10,"earliest.seen",2014-11-29,"latest.seen",80,NA
"1969","Maio",2014,"S","-1","KP",NA,NA,NA,NA,NA,"CA4102","CA2773","CA4103","CA4104",NA,NA,NA,NA,NA,"F","M","WX.MX|YX.BX","Maio-KP-2014-S--1",2014,2014,NA,"17/10/2014","17/10/2014",NA,NA,"07/10/2014","07/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,"07/10/2014","07/10/2014",NA,NA,NA,"07/10/2014","07/10/2014","07/10/2014",NA,"07/10/2014",18.1,6.13,"07/10/2014",18.8,6.26,NA,NA,NA,18.8,"07/10/2014",-0.8,"07/10/2014","12/09/2014",2014-09-12,NA,NA,NA,2014-10-07,2014-10-17,"F","M","yes","yes",NA,NA,"07/10/2014",NA,NA,NA,"See comments in S3. CA4104 died after manipulation",NA,"2014-CA4102","Maio-KP",2014-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,1,1,2014-10-07,2014-10-17,2014-09-02,NA,NA,2014-09-12,2014-09-02,"min.ldminus10",2014-10-17,"latest.seen",45,NA
"1970","Maio",2014,"S","-10","KP",NA,NA,NA,NA,NA,"CA1662","XX.XX|XX.XX","CA4189","CA4026",NA,NA,NA,NA,NA,"F","M","MX.GX|OX.BX","Maio-KP-2014-S--10",2013,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,"11/11/2014","15/11/2014",NA,NA,NA,"11/11/2014","15/11/2014","15/11/2014",NA,"11/11/2014",20.3,5.76,"11/11/2014",20.2,5.69,NA,NA,NA,20.3,"11/11/2014",2.533333333,"11/11/2014","14/10/2014",2014-10-14,NA,NA,NA,2014-11-11,2014-11-15,"F",NA,"no","no",NA,NA,"08/11/2014",NA,NA,NA,NA,NA,"2014-CA1662","Maio-KP",2014-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,1,1,2014-11-11,2014-11-15,2014-10-04,NA,NA,2014-10-14,2014-10-04,"min.ldminus10",2014-11-15,"latest.seen",42,NA
"1972","Maio",2014,"S","-2","KP",NA,NA,NA,NA,NA,"CA4126","CA3015","CA4127","CA4128",NA,NA,NA,NA,NA,"F","M","MX.LX|GX.WX","Maio-KP-2014-S--2",2014,2014,NA,NA,NA,NA,NA,"18/10/2014","18/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,"18/10/2014","22/11/2014","24/11/2014","22/11/2014","24/11/2014","18/10/2014","29/11/2014","24/11/2014","29/11/2014","18/10/2014",21.1,6.31,"18/10/2014",20.6,6.16,NA,NA,NA,21.1,"18/10/2014",4.311111111,"18/10/2014","18/09/2014",2014-09-18,NA,NA,NA,2014-10-18,2014-11-22,"F","M","yes","yes",NA,NA,"13/10/2014",NA,NA,NA,NA,NA,"2014-CA4126","Maio-KP",2014-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,1,1,2014-10-18,2014-11-22,2014-09-08,NA,NA,2014-09-18,2014-09-08,"min.ldminus10",2014-11-22,"latest.seen",75,NA
"1973","Maio",2014,"S","-201","KP",NA,NA,NA,NA,NA,"CA3190","CA2626","CA4009","CA4125",NA,NA,NA,NA,NA,"F","M","RX.MX|LX.BX","Maio-KP-2014-S--201",2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,"18/10/2014","17/11/2014",NA,NA,NA,"18/10/2014","17/11/2014","17/11/2014",NA,"18/10/2014",21.3,5.76,"18/10/2014",22.2,6.64,NA,NA,NA,22.2,"18/10/2014",6.755555556,"18/10/2014","16/09/2014",2014-09-16,NA,NA,NA,2014-10-18,2014-11-17,"F","M","no","no",NA,NA,"11/10/2014",NA,NA,NA,NA,NA,"2014-CA3190","Maio-KP",2014-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,1,1,2014-10-18,2014-11-17,2014-09-06,NA,NA,2014-09-16,2014-09-06,"min.ldminus10",2014-11-17,"latest.seen",72,NA
"1974","Maio",2014,"S","-202","KP",NA,NA,NA,NA,NA,"CA3016","CA2704","CA4139","CA4140",NA,NA,NA,NA,NA,"F","M","OX.MX|YX.WX","Maio-KP-2014-S--202",2009,2009,NA,NA,NA,NA,NA,"30/10/2014","30/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,"30/10/2014","30/10/2014",NA,NA,NA,"30/10/2014","30/10/2014","30/10/2014",NA,"30/10/2014",19.9,5.21,"30/10/2014",20.2,4.89,NA,NA,NA,20.2,"30/10/2014",2.311111111,"30/10/2014","02/10/2014",2014-10-02,NA,NA,NA,2014-10-30,2014-10-30,"F","M","yes","yes",NA,NA,"27/10/2014",NA,NA,NA,NA,NA,"2014-CA3016","Maio-KP",2014-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1,1,2014-10-30,2014-10-30,2014-09-22,NA,NA,2014-10-02,2014-09-22,"min.ldminus10",2014-10-30,"latest.seen",38,NA
"1975","Maio",2014,"S","-203","KP",NA,NA,NA,NA,NA,"CA4022","CA4019","CA4020","CA4021",NA,NA,NA,NA,NA,"F","M","LX.MX|WX.BX","Maio-KP-2014-S--203",2014,2014,NA,NA,NA,NA,NA,"01/11/2014","01/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,"01/11/2014","01/11/2014",NA,NA,NA,"01/11/2014","01/11/2014","01/11/2014",NA,"01/11/2014",20.5,5.03,"01/11/2014",22,5.39,NA,NA,NA,22,"01/11/2014",6.311111111,"01/11/2014","30/09/2014",2014-09-30,NA,NA,NA,2014-11-01,2014-11-01,"F","F","yes","yes",NA,NA,"25/10/2014",NA,NA,NA,NA,NA,"2014-CA4022","Maio-KP",2014-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,1,1,2014-11-01,2014-11-01,2014-09-20,NA,NA,2014-09-30,2014-09-20,"min.ldminus10",2014-11-01,"latest.seen",42,"conflicting sex"
"1976","Maio",2014,"S","-205","KP",NA,NA,NA,NA,NA,"CA2783","CA4077","CA3895","CA3896",NA,NA,NA,NA,NA,"F","M","WX.MX|GX.BX","Maio-KP-2014-S--205",2013,2013,NA,"13/10/2014","04/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15/11/2014","15/11/2014","15/11/2014",NA,"15/11/2014",21.5,6.46,"15/11/2014",20.3,6.51,NA,NA,NA,21.5,"15/11/2014",5.2,"15/11/2014","15/10/2014",2014-10-15,NA,NA,NA,2014-10-13,2014-11-04,"M","M","no","no",NA,NA,"09/11/2014",NA,NA,NA,"CA2783 looked as female, but on the only previous capture in 2013 it was sexed as male. Adults never got into the trap. ",NA,"2014-CA2783","Maio-KP",2014-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,1,1,2014-10-13,2014-11-04,2014-10-05,NA,NA,2014-10-15,2014-10-05,"min.ldminus10",2014-11-04,"latest.seen",30,"conflicting sex"
"1977","Maio",2014,"S","-3","KP",NA,NA,NA,NA,NA,"CA3665","CA3753","CA4011",NA,NA,NA,NA,NA,NA,"F","M","OX.MX|WX.RX","Maio-KP-2014-S--3",2012,2012,NA,"12/09/2014","24/10/2014",NA,NA,"24/10/2014","24/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,"24/10/2014","29/11/2014",NA,NA,NA,"24/10/2014","29/11/2014","29/11/2014",NA,"24/10/2014",21.3,6.45,NA,NA,NA,NA,NA,NA,21.3,"24/10/2014",4.755555556,"24/10/2014","24/09/2014",2014-09-24,NA,NA,NA,2014-09-12,2014-11-29,"F","M","yes","yes",NA,NA,"19/10/2014",NA,NA,NA,NA,NA,"2014-CA3665","Maio-KP",2014-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,1,1,2014-09-12,2014-11-29,2014-09-14,NA,NA,2014-09-24,2014-09-12,"earliest.seen",2014-11-29,"latest.seen",78,NA
"1978","Maio",2014,"S","-4","KP",NA,NA,NA,NA,NA,"CA3083","CA3616","CA4016","CA4135",NA,NA,NA,NA,NA,"F","M","MX.WX|OX.YX","Maio-KP-2014-S--4",2010,2010,NA,"12/09/2014","30/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,"27/10/2014","13/11/2014",NA,NA,NA,"27/10/2014","13/11/2014","13/11/2014",NA,"30/10/2014",21.3,6.09,"27/10/2014",20.4,6.64,NA,NA,NA,21.3,"30/10/2014",4.755555556,"30/10/2014","30/09/2014",2014-09-30,NA,NA,NA,2014-09-12,2014-11-13,"F","M","no","no",NA,NA,"25/10/2014",NA,NA,NA,NA,NA,"2014-CA3083","Maio-KP",2014-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,1,1,2014-09-12,2014-11-13,2014-09-20,NA,NA,2014-09-30,2014-09-12,"earliest.seen",2014-11-13,"latest.seen",62,NA
"1979","Maio",2014,"S","-6","KP",NA,NA,NA,NA,NA,"CA3807","CA3838","CA4155","CA4156","CA4163",NA,NA,NA,NA,"F","M","MX.BX|RX.OX","Maio-KP-2014-S--6",2013,2013,NA,"12/09/2014","12/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,"03/11/2014","03/12/2014",NA,NA,NA,"03/11/2014","03/12/2014","03/12/2014",NA,"03/11/2014",19.7,6.23,"03/11/2014",20.1,6.02,"03/11/2014",21.2,6.04,21.2,"03/11/2014",4.533333333,"03/11/2014","04/10/2014",2014-10-04,NA,NA,NA,2014-09-12,2014-12-03,"F","M","no","no",NA,NA,"29/10/2014",NA,NA,NA,NA,NA,"2014-CA3807","Maio-KP",2014-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,1,1,2014-09-12,2014-12-03,2014-09-24,NA,NA,2014-10-04,2014-09-12,"earliest.seen",2014-12-03,"latest.seen",82,NA
"1980","Maio",2014,"S","-7","KP",NA,NA,NA,NA,NA,"CA4157","XX.XX|XX.XX","CA4158","CA4159",NA,NA,NA,NA,NA,"F","M","GX.MX|YX.OX","Maio-KP-2014-S--7",2014,2014,NA,NA,NA,NA,NA,"03/11/2014","03/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,"03/11/2014","29/11/2014",NA,NA,NA,"03/11/2014","29/11/2014","22/11/2014","29/11/2014","03/11/2014",21.4,6.32,"03/11/2014",23.3,6.86,NA,NA,NA,23.3,"03/11/2014",9.2,"03/11/2014","29/09/2014",2014-09-29,NA,NA,NA,2014-11-03,2014-11-29,"F",NA,"yes","no",NA,NA,"24/10/2014",NA,NA,NA,NA,NA,"2014-CA4157","Maio-KP",2014-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,1,1,2014-11-03,2014-11-29,2014-09-19,NA,NA,2014-09-29,2014-09-19,"min.ldminus10",2014-11-29,"latest.seen",71,NA
"1981","Maio",2014,"S","-8","KP",NA,NA,NA,NA,NA,"CA4167","CA4166","CA4168",NA,NA,NA,NA,NA,NA,"F","M","GX.MX|RX.RX","Maio-KP-2014-S--8",2014,2014,NA,NA,NA,NA,NA,"05/11/2014","05/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,"05/11/2014","12/11/2014",NA,NA,NA,"05/11/2014","24/11/2014","05/11/2014","12/11/2014","05/11/2014",20.4,6.25,NA,NA,NA,NA,NA,NA,20.4,"05/11/2014",2.755555556,"05/11/2014","08/10/2014",2014-10-08,NA,NA,NA,2014-11-05,2014-11-12,"F","M","yes","yes",NA,NA,"02/11/2014",NA,NA,NA,NA,NA,"2014-CA4167","Maio-KP",2014-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,1,1,2014-11-05,2014-11-12,2014-09-28,NA,NA,2014-10-08,2014-09-28,"min.ldminus10",2014-11-12,"latest.seen",45,NA
