"","population","year","site","nest","species","exp","type","laid","hatch","manip","ring","mate_ring","chick1","chick2","chick3","chick4","chick5","chick6","comments","field_sex_focal","field_sex_mate","code","nest.id","year.cr","year.mr","year.code","first.res","last.res","first.cap","last.cap","first.cap.r","last.cap.r","laying_date","found_date","end_date","fate","latitude","longitude","no_chicks","clutch_size","laying_date.r","found_date.r","end_date.r","hatching_date.r","first.bf.adult","last.bf.adult","adult.not.seen.bf","times.adult.not.seen","total.brood.res","last.bf.adult.before.desertion","datenot.seen.after.desertion","first.bf","last.bf","chicks.alive.last","chicks.not.seen.bf","first.bf.adult.r","last.bf.adult.r","adult.not.seen.bf.r","last.bf.adult.before.desertion.r","datenot.seen.after.desertion.r","first.bf.r","last.bf.r","chicks.alive.last.r","chicks.not.seen.bf.r","chick1.capdate","chick1.tarsus","chick1.weight","chick2.capdate","chick2.tarsus","chick2.weight","chick3.capdate","chick3.tarsus","chick3.weight","largest.chick.tarsus","largest.chick.capture","largest.chick.age","largest.chick.capdate","estimated.ld","layingdate","check.estld","first.res.bs","last.res.bs","first.d.seen","last.d.seen","mol_sex_focal","mol_sex_mate","captured_focalyear_focal","captured_focalyear_mate","northing","easting","estimated.hd","error.p","error.ch","bf.quality","comments_field","comments_stdfile","year.ring","pop.sp","ld.minus10","clutch_size1","clutch_size2","clutch_size3","clutch_size4","fate1","fate2","fate3","fate4","no_chicks1","no_chicks2","no_chicks3","no_chicks4","jd.idate","total.nests.peryear","ordinal.nest.peryear","earliest.seen","latest.seen","min.ldminus10","earliest.founddate","latest.enddate","min.layingdate","bs.start","bs.start.which","bs.end","bs.end.which","bs.length","sex.reliable"
"679","Ceuta",2007,"A","203","SP","ParCare","CF2",506,601,530,"CA190","CA108","CA1411","CA1412","CA1427",NA,NA,NA,NA,"F","M","OX.MX|WX.LX","Ceuta-SP-2007-A-203",2006,2006,"2007-OX.MX|WX.LX","21/05/2007","21/05/2007","17/05/2007","17/05/2007","17/05/2007","17/05/2007",506,510,601,"HATCH",23.9085472,-106.96,"3","3","06/05/2007",2007-05-10,2007-06-01,"01/06/2007",601,609,615,12,17,609,615,601,"711",711,NA,"01/06/2007","09/06/2007","15/06/2007","09/06/2007","15/06/2007","01/06/2007","11/07/2007","11/07/2007",NA,"01/06/2007",17.4,6.3,"01/06/2007",17.3,6.4,"06/06/2007",17.8,5.2,17.8,"06/06/2007",0.624595469,"06/06/2007","11/05/2007",2007-05-06,5.375404531,"21/05/2007","21/05/2007",2007-05-17,2007-06-09,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA190","Ceuta-SP",2007-04-26,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,126,1,1,2007-05-17,2007-06-09,2007-04-26,2007-05-10,2007-06-01,2007-05-06,2007-04-26,"min.ldminus10",2007-06-09,"latest.seen",44,NA
"680","Ceuta",2007,"A","204","SP","ParCare","CF2",430,525,523,"CA035","CA069","CA1274","CA1275",NA,NA,NA,NA,NA,"F","M","RX.MX|GX.YX","Ceuta-SP-2007-A-204",2006,2006,"2007-RX.MX|GX.YX",NA,NA,"21/05/2007","24/06/2007","21/05/2007","24/06/2007",430,511,525,"HATCH",23.9024369,-106.95,"2","3","30/04/2007",2007-05-11,2007-05-25,"25/05/2007",NA,NA,NA,NA,7,NA,NA,525,"606",606,NA,NA,NA,NA,NA,NA,"25/05/2007","06/06/2007","06/06/2007",NA,"25/05/2007",17.1,5.3,"25/05/2007",16.1,5.3,NA,NA,NA,17.1,"25/05/2007",-1.640776699,"25/05/2007","01/05/2007",2007-04-30,1.640776699,NA,NA,2007-05-21,2007-06-24,"F","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA035","Ceuta-SP",2007-04-20,"3","3",NA,NA,"HATCH","HATCH",NA,NA,"2","3",NA,NA,120,2,1,2007-05-21,2007-07-10,2007-04-20,2007-05-11,2007-06-29,2007-04-30,2007-04-20,"min.ldminus10",2007-07-10,"latest.seen",81,NA
"681","Ceuta",2007,"A","205","SP","U","U",509,NA,NA,"CA266","CA1230",NA,NA,NA,NA,NA,NA,NA,"F","M","YX.MX|WX.YX","Ceuta-SP-2007-A-205",2006,2006,"2007-YX.MX|WX.YX","22/05/2007","22/05/2007","17/05/2007","21/06/2007","17/05/2007","21/06/2007",509,511,524,"PREDATED",23.90242234,-106.95,"0","3","09/05/2007",2007-05-11,2007-05-24,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-05-09,NA,"22/05/2007","22/05/2007",2007-05-17,2007-06-21,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA266","Ceuta-SP",2007-04-29,"3","3",NA,NA,"PREDATED","UNKNOWN",NA,NA,"0",NA,NA,NA,129,2,1,2007-05-17,2007-06-21,2007-04-29,2007-05-11,2007-06-30,2007-05-09,2007-04-29,"min.ldminus10",2007-06-30,"latest.enddate",62,NA
"682","Ceuta",2007,"A","206","SP","U","U",505,530,NA,"CA2037","CA1229","CA1291","CA1294","CA1428",NA,NA,NA,NA,"F","M","LX.MX|GX.YX","Ceuta-SP-2007-A-206",2007,2006,"2007-LX.MX|GX.YX",NA,NA,"20/05/2007","18/06/2007","20/05/2007","18/06/2007",505,511,530,"HATCH",23.90164869,-106.95,"3","3","05/05/2007",2007-05-11,2007-05-30,"30/05/2007",601,606,608,7,10,606,608,530,"619",619,NA,"01/06/2007","06/06/2007","08/06/2007","06/06/2007","08/06/2007","30/05/2007","19/06/2007","19/06/2007",NA,"30/05/2007",16.3,5.9,"31/05/2007",16.5,4.9,"06/06/2007",20.4,8.3,20.4,"06/06/2007",9.038834951,"06/06/2007","02/05/2007",2007-05-05,-2.038834951,NA,NA,2007-05-20,2007-06-18,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA2037","Ceuta-SP",2007-04-25,"3","3",NA,NA,"HATCH","PREDATED",NA,NA,"3","0",NA,NA,125,2,1,2007-05-20,2007-06-18,2007-04-25,2007-05-11,2007-07-04,2007-05-05,2007-04-25,"min.ldminus10",2007-07-04,"latest.enddate",70,NA
"683","Ceuta",2007,"A","207","SP","U","U",511,605,NA,"CA1267","CA048","CA1422","CA1423",NA,NA,NA,NA,NA,"F","M","LX.MX|LX.WX","Ceuta-SP-2007-A-207",2007,2007,"2007-LX.MX|LX.WX","22/05/2007","22/05/2007","17/05/2007","17/05/2007","17/05/2007","17/05/2007",511,511,605,"HATCH",23.91011816,-106.96,"2","3","11/05/2007",2007-05-11,2007-06-05,"05/06/2007",605,605,614,3,4,605,614,605,"616",615,616,"05/06/2007","05/06/2007","14/06/2007","05/06/2007","14/06/2007","05/06/2007","16/06/2007","15/06/2007","16/06/2007","05/06/2007",17.9,6.9,"05/06/2007",17.8,6.7,NA,NA,NA,17.9,"05/06/2007",0.948220065,"05/06/2007","10/05/2007",2007-05-11,-0.948220065,"22/05/2007","22/05/2007",2007-05-17,2007-06-05,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1267","Ceuta-SP",2007-05-01,"3",NA,NA,NA,"HATCH",NA,NA,NA,"2",NA,NA,NA,131,1,1,2007-05-17,2007-06-05,2007-05-01,2007-05-11,2007-06-05,2007-05-11,2007-05-01,"min.ldminus10",2007-06-05,"latest.seen",35,NA
"685","Ceuta",2007,"B","1","SP","U","U",424,518,NA,"CA034","RX.MX|YX.BX","CA1269",NA,NA,NA,NA,NA,NA,"F","M","RX.MX|GX.WX","Ceuta-SP-2007-B-1",2006,2006,"2007-RX.MX|GX.WX","23/06/2007","08/07/2007","03/05/2007","19/06/2007","03/05/2007","19/06/2007",424,428,518,"HATCH",23.91252479,-106.96,"1","2","24/04/2007",2007-04-28,2007-05-18,"18/05/2007",518,518,521,10,11,518,521,518,"615",615,NA,"18/05/2007","18/05/2007","21/05/2007","18/05/2007","21/05/2007","18/05/2007","15/06/2007","15/06/2007",NA,"18/05/2007",18.4,6.6,NA,NA,NA,NA,NA,NA,18.4,"18/05/2007",2.566343042,"18/05/2007","20/04/2007",2007-04-24,-3.566343042,"23/06/2007","08/07/2007",2007-05-03,2007-07-08,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA034","Ceuta-SP",2007-04-14,"2","2",NA,NA,"HATCH","UNHATCH",NA,NA,"1","0",NA,NA,114,2,1,2007-05-03,2007-07-08,2007-04-14,2007-04-28,2007-06-25,2007-04-24,2007-04-14,"min.ldminus10",2007-07-08,"latest.seen",85,NA
"686","Ceuta",2007,"B","2","SP","U","U",430,NA,NA,"802109729","CA138",NA,NA,NA,NA,NA,NA,NA,"F","M","WX.BX|LX.WM","Ceuta-SP-2007-B-2",2006,2006,"2007-WX.BX|LX.WM",NA,NA,"08/05/2007","23/05/2007","08/05/2007","23/05/2007",502,501,512,"PREDATED",23.91212698,-106.96,"0","3","02/05/2007",2007-05-01,2007-05-12,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-05-02,NA,NA,NA,2007-05-08,2007-05-23,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-802109729","Ceuta-SP",2007-04-22,"3","3",NA,NA,"PREDATED","HATCH",NA,NA,"0","2",NA,NA,122,2,1,2007-05-08,2007-06-19,2007-04-22,2007-05-01,2007-06-15,2007-05-02,2007-04-22,"min.ldminus10",2007-06-19,"latest.seen",58,NA
"687","Ceuta",2007,"B","3","SP","U","U",418,NA,NA,"CA1251","CA093",NA,NA,NA,NA,NA,NA,NA,"F","M","LX.MX|BX.BX","Ceuta-SP-2007-B-3",2007,2007,"2007-LX.MX|BX.BX","21/05/2007","08/07/2007","03/05/2007","26/06/2007","03/05/2007","26/06/2007",418,428,510,"PREDATED",23.91320271,-106.96,"0","2","18/04/2007",2007-04-28,2007-05-10,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-18,NA,"21/05/2007","08/07/2007",2007-05-03,2007-07-08,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1251","Ceuta-SP",2007-04-08,"2","3","3",NA,"PREDATED","PREDATED","UNKNOWN",NA,"0","0",NA,NA,108,3,1,2007-05-03,2007-07-08,2007-04-08,2007-04-28,2007-07-12,2007-04-18,2007-04-08,"min.ldminus10",2007-07-12,"latest.enddate",95,NA
"688","Ceuta",2007,"B","4","SP","ParCare","CF2",504,529,527,"CA112","802122925","CA1282","CA1284",NA,NA,NA,NA,NA,"F","M","YX.MX|GX.RX","Ceuta-SP-2007-B-4",2006,2006,"2007-YX.MX|GX.RX",NA,NA,"08/05/2007","12/05/2007","08/05/2007","12/05/2007",504,429,529,"HATCH",23.91144469,-106.96,"3","3","04/05/2007",2007-04-29,2007-05-29,"29/05/2007",NA,NA,NA,NA,14,NA,NA,528,"704",704,NA,NA,NA,NA,NA,NA,"28/05/2007","04/07/2007","04/07/2007",NA,"28/05/2007",17.8,6.3,"29/05/2007",17.2,NA,NA,NA,NA,17.8,"28/05/2007",0.624595469,"28/05/2007","02/05/2007",2007-05-04,-1.624595469,NA,NA,2007-05-08,2007-05-12,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA112","Ceuta-SP",2007-04-24,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,124,1,1,2007-05-08,2007-05-12,2007-04-24,2007-04-29,2007-05-29,2007-05-04,2007-04-24,"min.ldminus10",2007-05-29,"latest.enddate",35,NA
"689","Ceuta",2007,"B","5","SP","ParCare","CF all & CFD1",601,626,624,"BX.WX|BX.SX","CA1343",NA,NA,NA,NA,NA,NA,NA,"F","M","BX.WX|BX.SX","Ceuta-SP-2007-B-5",2006,NA,"2007-BX.WX|BX.SX","10/07/2007","10/07/2007","20/06/2007","20/06/2007","20/06/2007","20/06/2007",601,603,626,"HATCH",23.92014701,-106.97,"3","3","01/06/2007",2007-06-03,2007-06-26,"26/06/2007",NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-06-01,NA,"10/07/2007","10/07/2007",2007-06-20,2007-07-10,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-BX.WX|BX.SX","Ceuta-SP",2007-05-22,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,152,1,1,2007-06-20,2007-07-10,2007-05-22,2007-06-03,2007-06-26,2007-06-01,2007-05-22,"min.ldminus10",2007-07-10,"latest.seen",49,NA
"691","Ceuta",2007,"B","7","SP","U","U",531,NA,NA,"CA1323","CA051",NA,NA,NA,NA,NA,NA,NA,"F","M","OX.MX|YX.YX","Ceuta-SP-2007-B-7",2007,2007,"2007-OX.MX|YX.YX","22/06/2007","02/07/2007","19/06/2007","19/06/2007","19/06/2007","19/06/2007",605,610,705,"UNHATCH",23.91448631,-106.96,"0","3","05/06/2007",2007-06-10,2007-07-05,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-06-05,NA,"22/06/2007","02/07/2007",2007-06-19,2007-07-02,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1323","Ceuta-SP",2007-05-26,"3",NA,NA,NA,"UNHATCH",NA,NA,NA,"0",NA,NA,NA,156,1,1,2007-06-19,2007-07-02,2007-05-26,2007-06-10,2007-07-05,2007-06-05,2007-05-26,"min.ldminus10",2007-07-05,"latest.enddate",40,NA
"694","Ceuta",2007,"B","101","SP","ParCare","CF2",503,528,526,"CA1258","CA1270","CA1242","CA1243",NA,NA,NA,NA,NA,"F","M","LX.MX|BX.YX","Ceuta-SP-2007-B-101",2007,2007,"2007-LX.MX|BX.YX","06/07/2007","06/07/2007","11/05/2007","27/06/2007","11/05/2007","27/06/2007",503,506,528,"HATCH",23.91378306,-106.97,"3","3","03/05/2007",2007-05-06,2007-05-28,"28/05/2007",528,528,530,3,4,528,530,528,"617",601,617,"28/05/2007","28/05/2007","30/05/2007","28/05/2007","30/05/2007","28/05/2007","17/06/2007","01/06/2007","17/06/2007","28/05/2007",17.5,6,"28/05/2007",17.3,5.9,NA,NA,NA,17.5,"28/05/2007",-0.346278317,"28/05/2007","03/05/2007",2007-05-03,0.346278317,"06/07/2007","06/07/2007",2007-05-11,2007-07-06,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1258","Ceuta-SP",2007-04-23,"3","3",NA,NA,"HATCH","HATCH",NA,NA,"3","2",NA,NA,123,2,1,2007-05-11,2007-07-07,2007-04-23,2007-05-06,2007-07-04,2007-05-03,2007-04-23,"min.ldminus10",2007-07-07,"latest.seen",75,NA
"695","Ceuta",2007,"B","102","SP","U","U",531,NA,NA,"CA1266","CA1226",NA,NA,NA,NA,NA,NA,NA,"F","M","LX.MX|GX.WX","Ceuta-SP-2007-B-102",2007,2007,"2007-LX.MX|GX.WX","23/06/2007","09/07/2007","16/05/2007","27/06/2007","16/05/2007","27/06/2007",514,516,602,"PREDATED",23.91097992,-106.96,"0","3","14/05/2007",2007-05-16,2007-06-02,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-05-14,NA,"23/06/2007","09/07/2007",2007-05-16,2007-07-09,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1266","Ceuta-SP",2007-05-04,"3","3",NA,NA,"PREDATED","HATCH",NA,NA,"0","3",NA,NA,134,2,1,2007-05-16,2007-07-10,2007-05-04,2007-05-16,2007-07-10,2007-05-14,2007-05-04,"min.ldminus10",2007-07-10,"latest.seen",67,NA
"696","Ceuta",2007,"B","103","SP","U","U",422,517,NA,"CA1265","CA078","CA1218","CA1219",NA,NA,NA,NA,NA,"F","M","LX.MX|OX.LX","Ceuta-SP-2007-B-103",2007,2007,"2007-LX.MX|OX.LX","20/05/2007","23/06/2007","16/05/2007","17/06/2007","16/05/2007","17/06/2007",422,516,517,"HATCH",23.91042625,-106.96,"2","2","22/04/2007",2007-05-16,2007-05-17,"17/05/2007",517,517,521,12,13,517,521,517,"613",613,NA,"17/05/2007","17/05/2007","21/05/2007","17/05/2007","21/05/2007","17/05/2007","13/06/2007","13/06/2007",NA,"17/05/2007",17.4,6.3,"17/05/2007",16.8,6.4,NA,NA,NA,17.4,"17/05/2007",-0.669902913,"17/05/2007","22/04/2007",2007-04-22,0.669902913,"20/05/2007","23/06/2007",2007-05-16,2007-06-23,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1265","Ceuta-SP",2007-04-12,"2","3",NA,NA,"HATCH","HATCH",NA,NA,"2","3",NA,NA,112,2,1,2007-05-16,2007-06-23,2007-04-12,2007-05-16,2007-06-27,2007-04-22,2007-04-12,"min.ldminus10",2007-06-27,"latest.enddate",76,NA
"697","Ceuta",2007,"B","104","SP","ParCare","CF2",517,611,609,"CA243","CA043","CA1439","CA1438",NA,NA,NA,NA,NA,"F","M","LX.MX|OX.RX","Ceuta-SP-2007-B-104",2007,2006,"2007-LX.MX|OX.RX","27/05/2007","09/07/2007","22/05/2007","22/05/2007","22/05/2007","22/05/2007",517,519,611,"HATCH",23.91242325,-106.96,"3","3","17/05/2007",2007-05-19,2007-06-11,"11/06/2007",611,613,614,17,20,613,614,611,"708",708,NA,"11/06/2007","13/06/2007","14/06/2007","13/06/2007","14/06/2007","11/06/2007","08/07/2007","08/07/2007",NA,"12/06/2007",16.8,6.3,"11/06/2007",17.5,6.2,NA,NA,NA,17.5,"11/06/2007",-0.346278317,"11/06/2007","17/05/2007",2007-05-17,0.346278317,"27/05/2007","09/07/2007",2007-05-22,2007-07-09,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA243","Ceuta-SP",2007-05-07,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,137,1,1,2007-05-22,2007-07-09,2007-05-07,2007-05-19,2007-06-11,2007-05-17,2007-05-07,"min.ldminus10",2007-07-09,"latest.seen",63,NA
"698","Ceuta",2007,"B","105","SP","U","U",518,612,NA,"CA1271",NA,"CA1440","CA1441","CA1442",NA,NA,NA,NA,"F","M","LX.MX|WX.WX","Ceuta-SP-2007-B-105",2007,2007,"2007-LX.MX|WX.WX",NA,NA,"22/05/2007","22/05/2007","22/05/2007","22/05/2007",518,519,612,"HATCH",23.91346751,-106.96,"3","3","18/05/2007",2007-05-19,2007-06-12,"12/06/2007",612,707,NA,0,11,NA,NA,612,"707",707,NA,"12/06/2007","07/07/2007",NA,NA,NA,"12/06/2007","07/07/2007","07/07/2007",NA,"12/06/2007",17.6,5.7,"12/06/2007",18,5.7,"12/06/2007",18.3,6,18.3,"12/06/2007",2.242718447,"12/06/2007","15/05/2007",2007-05-18,-2.242718447,NA,NA,2007-05-22,2007-07-07,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1271","Ceuta-SP",2007-05-08,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,138,1,1,2007-05-22,2007-07-07,2007-05-08,2007-05-19,2007-06-12,2007-05-18,2007-05-08,"min.ldminus10",2007-07-07,"latest.seen",60,NA
"699","Ceuta",2007,"B","106","SP","ParCare","CF2",531,625,625,"CA136","CA230","CA1490","CA1480",NA,NA,NA,NA,NA,"F","M","YX.MX|RX.RX","Ceuta-SP-2007-B-106",2006,2006,"2007-YX.MX|RX.RX","23/06/2007","26/06/2007","19/06/2007","20/06/2007","19/06/2007","20/06/2007",531,606,625,"HATCH",23.91424534,-106.96,"3","3","31/05/2007",2007-06-06,2007-06-25,"25/06/2007",625,710,711,1,12,NA,NA,625,"711",711,NA,"25/06/2007","10/07/2007","11/07/2007",NA,NA,"25/06/2007","11/07/2007","11/07/2007",NA,"26/06/2007",17.5,6.5,"25/06/2007",17.6,6.5,NA,NA,NA,17.6,"25/06/2007",-0.022653722,"25/06/2007","31/05/2007",2007-05-31,0.022653722,"23/06/2007","26/06/2007",2007-06-19,2007-07-10,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA136","Ceuta-SP",2007-05-21,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,151,1,1,2007-06-19,2007-07-10,2007-05-21,2007-06-06,2007-06-25,2007-05-31,2007-05-21,"min.ldminus10",2007-07-10,"latest.seen",50,NA
"701","Ceuta",2007,"B","108","SP","ParCare","CF2",601,626,625,"CA1334","CA127","CA1487","CA1495",NA,NA,NA,NA,NA,"F","M","OX.MX|YX.LX","Ceuta-SP-2007-B-108",2007,2007,"2007-OX.MX|YX.LX",NA,NA,"20/06/2007","20/06/2007","20/06/2007","20/06/2007",601,606,626,"HATCH",23.91268328,-106.96,"3","3","01/06/2007",2007-06-06,2007-06-26,"26/06/2007",626,709,NA,0,11,NA,NA,626,"709",709,NA,"26/06/2007","09/07/2007",NA,NA,NA,"26/06/2007","09/07/2007","09/07/2007",NA,"26/06/2007",18.3,6.5,"28/06/2007",17.5,6.8,NA,NA,NA,18.3,"26/06/2007",2.242718447,"26/06/2007","29/05/2007",2007-06-01,-2.242718447,NA,NA,2007-06-20,2007-07-09,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1334","Ceuta-SP",2007-05-22,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,152,1,1,2007-06-20,2007-07-09,2007-05-22,2007-06-06,2007-06-26,2007-06-01,2007-05-22,"min.ldminus10",2007-07-09,"latest.seen",48,NA
"703","Ceuta",2007,"C","1","SP","ParCare","CFD3",418,NA,521,"CA151","CA201","CA1227","CA1237",NA,NA,NA,NA,NA,"F","M","WX.MX|WX.OX","Ceuta-SP-2007-C-1",2006,2006,"2007-WX.MX|WX.OX","21/05/2007","23/05/2007","03/05/2007","24/06/2007","03/05/2007","24/06/2007",418,428,522,"UNHATCH",23.91283497,-106.96,"0","3","18/04/2007",2007-04-28,2007-05-22,NA,523,523,527,7,9,523,527,523,"613",610,613,"23/05/2007","23/05/2007","27/05/2007","23/05/2007","27/05/2007","23/05/2007","13/06/2007","10/06/2007","13/06/2007","23/05/2007",17.8,6.2,"26/05/2007",16.4,5.5,NA,NA,NA,17.8,"23/05/2007",0.624595469,"23/05/2007","27/04/2007",2007-04-18,9.375404531,"21/05/2007","23/05/2007",2007-05-03,2007-06-24,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA151","Ceuta-SP",2007-04-08,"3","3",NA,NA,"UNHATCH","HATCH",NA,NA,"0","3",NA,NA,108,2,1,2007-05-03,2007-07-11,2007-04-08,2007-04-28,2007-06-25,2007-04-18,2007-04-08,"min.ldminus10",2007-07-11,"latest.seen",94,NA
"704","Ceuta",2007,"C","2","SP","U","U",423,NA,NA,"CA1257","CA013",NA,NA,NA,NA,NA,NA,NA,"F","M","LX.MX|BX.WX","Ceuta-SP-2007-C-2",2007,2007,"2007-LX.MX|BX.WX",NA,NA,"09/05/2007","09/05/2007","09/05/2007","09/05/2007",423,428,521,"UNHATCH",23.91593563,-106.96,"0","1","23/04/2007",2007-04-28,2007-05-21,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-23,NA,NA,NA,2007-05-09,2007-05-09,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA1257","Ceuta-SP",2007-04-13,"1",NA,NA,NA,"UNHATCH",NA,NA,NA,"0",NA,NA,NA,113,1,1,2007-05-09,2007-05-09,2007-04-13,2007-04-28,2007-05-21,2007-04-23,2007-04-13,"min.ldminus10",2007-05-21,"latest.enddate",38,NA
"705","Ceuta",2007,"C","3","SP","U","U",417,NA,NA,"CA177","CA220",NA,NA,NA,NA,NA,NA,NA,"F","M","RX.MX|BX.GX","Ceuta-SP-2007-C-3",2006,2006,"2007-RX.MX|BX.GX","22/06/2007","22/06/2007","04/05/2007","01/07/2007","04/05/2007","01/07/2007",417,428,509,"PREDATED",23.91725147,-106.96,"0","3","17/04/2007",2007-04-28,2007-05-09,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-17,NA,"22/06/2007","22/06/2007",2007-05-04,2007-07-01,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-CA177","Ceuta-SP",2007-04-07,"3","3","3",NA,"PREDATED","HATCH","UNKNOWN",NA,"0","3",NA,NA,107,3,1,2007-05-04,2007-07-01,2007-04-07,2007-04-28,2007-07-12,2007-04-17,2007-04-07,"min.ldminus10",2007-07-12,"latest.enddate",96,NA
"706","Ceuta",2007,"C","6","SP","ParCare","CFD2",420,NA,510,"802109785","CA156","CA1206","CA1261",NA,NA,NA,NA,NA,"F","M","WX.BX|OX.RM","Ceuta-SP-2007-C-6",2006,2006,"2007-WX.BX|OX.RM","18/06/2007","09/07/2007","03/05/2007","23/06/2007","03/05/2007","23/06/2007",420,430,516,"UNHATCH",23.91534939,-106.96,"0","2","20/04/2007",2007-04-30,2007-05-16,NA,511,513,515,13,15,513,515,511,"602",602,NA,"11/05/2007","13/05/2007","15/05/2007","13/05/2007","15/05/2007","11/05/2007","02/06/2007","02/06/2007",NA,"11/05/2007",18.2,6.5,"13/05/2007",16.7,5.6,NA,NA,NA,18.2,"11/05/2007",1.919093851,"11/05/2007","14/04/2007",2007-04-20,-5.919093851,"18/06/2007","09/07/2007",2007-05-03,2007-07-09,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-802109785","Ceuta-SP",2007-04-10,"2","3","3",NA,"UNHATCH","PREDATED","PREDATED",NA,"0","0","0",NA,110,3,1,2007-05-03,2007-07-09,2007-04-10,2007-04-30,2007-07-04,2007-04-20,2007-04-10,"min.ldminus10",2007-07-09,"latest.seen",90,NA
