year,site,nest,species,ring,code,mate_ring,mate_code,chick1,chick2,chick3,mol_sex_focal,mol_sex_mate,captured_focalyear_focal,captured_focalyear_mate,comments_stdfile,error.p,error.ch,field_sex_focal,field_sex_mate,nest.id,year.cr,year.mr,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,northing,easting,no_chicks,clutch_size,hatch_date,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,bf.quality,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
2015,Andavadoaka,104,WfP,FH68858,Y.O|M.W,FH47988,L.O|M.O,NA,NA,NA,M,F,no,yes,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-104,2012,2012,05-03-15,01-06-15,30-04-15,30-04-15,30-04-15,30-04-15,309,313,322,FLOODED,7555517,319597,NA,2,NA,09-03-15,13-03-15,22-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09-03-15,NA,05-03-15,01-06-15
2015,Andavadoaka,654,KiP,FH47186,R.B|M.R,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-654,2013,2013,NA,NA,16-05-15,16-05-15,16-05-15,16-05-15,427,427,514,UNKNOWN,7554652,321033,NA,2,NA,27-04-15,27-04-15,14-05-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-04-15,NA,16-05-15,16-05-15
2015,Andavadoaka,113,KiP,FH72663,M.Y|B.Y,G.X|M.X,G.X|M.X,NA,NA,NA,F,NA,yes,no,NA,NA,NA,F,M,2015-KiP-Andavadoaka-113,2015,2015,NA,NA,28-03-15,28-03-15,28-03-15,28-03-15,320,318,330,PRED,7557193,319965,NA,2,NA,20-03-15,18-03-15,30-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-03-15,NA,28-03-15,28-03-15
2015,Andavadoaka,609,WfP,FH73153,G.B|R.M,NA,NA,FH73583,FH73584,G.X|G.X,M,NA,yes,NA,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-609,2015,2015,NA,NA,14-05-15,14-05-15,14-05-15,14-05-15,423,428,521,HATCH,7554639,321067,NA,3,21-05-15,23-04-15,28-04-15,21-05-15,NA,521,607,NA,0,2,NA,NA,NA,521,607,607,NA,21-05-15,07-06-15,NA,NA,NA,21-05-15,07-06-15,07-06-15,NA,21-05-15,6.2,8.5,5.3,21-05-15,5.6,8.6,5.7,07-06-15,9.5,21,8.9,21,07-06-15,4.579,07-06-15,08-05-15,02-06-15,23-04-15,15.421,14-05-15,07-06-15
2013,Andavadoaka,-49,KiP,FH72414,G.Y|L.M,NA,NA,FH72415,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka--49,2013,2013,NA,NA,07-06-13,07-06-13,07-06-13,07-06-13,NA,NA,NA,NA,NA,NA,NA,NA,07-06-13,NA,NA,NA,NA,607,607,NA,0,1,NA,NA,NA,607,607,607,NA,07-06-13,07-06-13,NA,NA,NA,07-06-13,07-06-13,07-06-13,NA,07-06-13,7.3,19.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,19.7,07-06-13,1.303,07-06-13,11-05-13,05-06-13,11-05-13,NA,07-06-13,07-06-13
2014,Andavadoaka,201,WfP,FH72608,W.R|B.M,NA,NA,FH72863,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-WfP-Andavadoaka-201,2014,2014,NA,NA,15-03-14,15-03-14,15-03-14,15-03-14,305,315,402,HATCH,7553765,320677,1,2,NA,05-03-14,15-03-14,02-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-04-14,8.5,19.6,5.9,NA,NA,NA,NA,NA,NA,NA,NA,19.6,12-04-14,1.051,12-04-14,16-03-14,10-04-14,05-03-14,11.949,15-03-14,15-03-14
2015,Andavadoaka,-3,WfP,NA,YY.X|YY.X,YY.X|YO.X,YY.X|YO.X,G.X|Y.X,NA,NA,F,F,yes,yes,two females as parents,NA,NA,F,NA,2015-WfP-Andavadoaka--3,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,608,NA,0,1,NA,NA,NA,608,608,608,NA,08-06-15,08-06-15,NA,NA,NA,08-06-15,08-06-15,08-06-15,NA,08-06-15,8,19.5,6.9,NA,NA,NA,NA,NA,NA,NA,NA,19.5,08-06-15,0.799,08-06-15,13-05-15,07-06-15,13-05-15,NA,19-05-15,18-06-15
2013,Andavadoaka,101,KiP,FH69204,B.W|M.Y,FH69067,NA,FH47177,NA,NA,NA,M,yes,no,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-101,2012,2012,29-03-13,15-04-13,29-03-13,29-03-13,29-03-13,29-03-13,307,312,401,HATCH,7556065,321349,1,2,NA,07-03-13,12-03-13,01-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-04-13,6.9,18.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,18.8,01-04-13,-0.965,01-04-13,07-03-13,01-04-13,07-03-13,0,29-03-13,15-04-13
2013,Andavadoaka,-8,KiP,FH72145,W.Y|M.L,NA,NA,FH72146,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka--8,2013,2013,NA,NA,05-05-13,05-05-13,05-05-13,05-05-13,NA,NA,NA,NA,NA,NA,NA,NA,14-04-13,NA,NA,NA,NA,505,505,NA,0,1,NA,NA,NA,505,505,505,NA,05-05-13,05-05-13,NA,NA,NA,05-05-13,05-05-13,05-05-13,NA,05-05-13,11.8,27.8,16.1,NA,NA,NA,NA,NA,NA,NA,NA,27.8,05-05-13,21.715,05-05-13,19-03-13,13-04-13,19-03-13,NA,05-05-13,05-05-13
2015,Andavadoaka,301,MP,FH47521,B.B|M.G,FH47441,B.Y|M.O,FH72684,FH72690,NA,F,M,no,no,NA,NA,NA,F,NA,2015-MP-Andavadoaka-301,2013,2013,13-03-15,01-05-15,NA,NA,NA,NA,314,312,409,HATCH,7556086,319357,2,2,07-04-15,14-03-15,12-03-15,09-04-15,07-04-15,409,420,NA,0,2,NA,NA,NA,409,420,409,420,09-04-15,20-04-15,NA,NA,NA,09-04-15,20-04-15,09-04-15,20-04-15,07-04-15,6.8,20.4,6.82,09-04-15,7.4,20,6.16,NA,NA,NA,NA,20.4,07-04-15,3.067,07-04-15,09-03-15,03-04-15,14-03-15,-4.067,13-03-15,01-05-15
2013,Andavadoaka,50,WfP,FH72174,G.R|M.O,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-50,2013,2013,18-06-13,18-06-13,09-05-13,09-05-13,09-05-13,09-05-13,501,509,524,UNKNOWN,7553566,319585,NA,3,NA,01-05-13,09-05-13,24-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-05-13,NA,09-05-13,18-06-13
2014,Andavadoaka,104,KiP,FH72517,Y.B|B.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-104,2014,2014,05-04-14,23-04-14,14-03-14,14-03-14,14-03-14,14-03-14,227,310,402,TRAMPLED,7556818,320178,0,1,NA,27-02-14,10-03-14,02-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-02-14,NA,14-03-14,23-04-14
2009,Andavadoaka,4B,MP,FH17899,G.L|M.Y,FH17900,G.Y|M.L,FH17897,FH17898,NA,NA,NA,yes,yes,NA,NA,NA,M,F,2009-MP-Andavadoaka-4B,2009,2009,NA,NA,13-04-09,13-04-09,13-04-09,13-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-04-09,6.7,20.7,7.1,12-04-09,7,20.3,7,NA,NA,NA,NA,20.7,12-04-09,3.823,12-04-09,14-03-09,08-04-09,14-03-09,NA,13-04-09,13-04-09
2015,Andavadoaka,717,KiP,NA,GG.X|X.BO,LL.X|X.OL,LL.X|X.OL,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-717,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,525,604,NA,UNKNOWN,7555419,322298,NA,2,NA,25-05-15,04-06-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-05-15,NA,19-05-15,18-06-15
2015,Andavadoaka,312,WfP,FH73212,R.R|M.R,FH47251,B.G|O.M,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-312,2015,2015,NA,NA,17-04-15,17-04-15,17-04-15,17-04-15,417,417,NA,NA,7555515,321584,NA,5,NA,17-04-15,17-04-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-04-15,NA,17-04-15,17-04-15
2013,Andavadoaka,95,KiP,FH68785,O.W|M.L,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-95,2013,2013,NA,NA,12-04-13,12-04-13,12-04-13,12-04-13,405,406,425,PRED,7553542,320359,NA,2,NA,05-04-13,06-04-13,25-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-04-13,NA,12-04-13,12-04-13
2014,Andavadoaka,314,KiP,FH72718,O.L|M.B,FH72734,G.O|M.B,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-314,2014,2014,11-04-14,11-04-14,28-03-14,28-03-14,28-03-14,28-03-14,319,327,415,UNKNOWN,7557566,321818,NA,2,NA,19-03-14,27-03-14,15-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-03-14,NA,28-03-14,11-04-14
2013,Andavadoaka,15,MP,FH68888,B.L|M.B,FH68918,B.L|M.O,FH72230,FH72237,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-MP-Andavadoaka-15,2013,2013,NA,NA,11-04-13,11-04-13,11-04-13,11-04-13,404,404,502,HATCH,7555485,320488,2,2,02-05-13,04-04-13,04-04-13,02-05-13,02-05-13,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-05-13,7.1,21.2,7.1,02-05-13,7,21,7.7,NA,NA,NA,NA,21.2,02-05-13,5.083,02-05-13,01-04-13,26-04-13,04-04-13,-2.083,11-04-13,11-04-13
2014,Andavadoaka,112,KiP,FH72526,Y.G|G.M,FH72525,Y.B|G.M,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-112,2014,2014,NA,NA,17-03-14,17-03-14,17-03-14,17-03-14,309,314,321,DESER,7555712,320830,0,2,NA,09-03-14,14-03-14,21-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09-03-14,NA,17-03-14,17-03-14
2012,Andavadoaka,-108,KiP,FH69080,B.R|M.R,NA,NA,FH69081,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2012-KiP-Andavadoaka--108,2012,2012,15-05-12,15-05-12,06-05-12,06-05-12,06-05-12,06-05-12,NA,NA,NA,NA,NA,NA,NA,NA,04-05-12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-05-12,8.4,21,6,NA,NA,NA,NA,NA,NA,NA,NA,21,06-05-12,4.579,06-05-12,06-04-12,01-05-12,06-04-12,NA,06-05-12,15-05-12
2014,Andavadoaka,-201,MP,FH72613,W.L|G.M,NA,NA,FH72614,FH72615,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-MP-Andavadoaka--201,2014,2014,10-05-14,10-05-14,15-03-14,15-03-14,15-03-14,15-03-14,NA,NA,NA,NA,NA,NA,NA,NA,16-02-14,NA,NA,NA,NA,315,319,315,0,2,NA,NA,NA,315,319,319,NA,15-03-14,19-03-14,15-03-14,NA,NA,15-03-14,19-03-14,19-03-14,NA,15-03-14,14.1,31.1,23.3,15-03-14,15.5,32.7,25.2,NA,NA,NA,NA,32.7,15-03-14,34.063,15-03-14,14-01-14,08-02-14,14-01-14,NA,15-03-14,10-05-14
2009,Andavadoaka,10,WfP,FH17857,B.O|M.O,FH47913,R.R|L.M,NA,NA,NA,NA,F,yes,yes,NA,NA,NA,M,NA,2009-WfP-Andavadoaka-10,2009,2009,03-03-09,06-04-09,03-03-09,03-03-09,03-03-09,03-03-09,218,301,303,UNKNOWN,7553895,320139,NA,2,NA,18-02-09,01-03-09,03-03-09,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-02-09,NA,03-03-09,06-04-09
2015,Andavadoaka,201,MP,FH17834,G.O|M.W,FH72484,NA,NA,NA,NA,M,F,no,no,NA,NA,NA,M,NA,2015-MP-Andavadoaka-201,2009,2009,14-03-15,24-04-15,NA,NA,NA,NA,315,316,322,PRED,75533429,319960,0,2,NA,15-03-15,16-03-15,22-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-03-15,NA,14-03-15,24-04-15
2013,Andavadoaka,-135,KiP,FH72283,G.R|W.M,FH68911,NA,FH72284,FH72289,NA,M,M,yes,no,parent2 id based on brood fates observations (CCI 2016),NA,NA,M,NA,2013-KiP-Andavadoaka--135,2013,2013,23-05-13,23-05-13,09-05-13,09-05-13,09-05-13,09-05-13,NA,NA,NA,NA,NA,NA,NA,NA,26-04-13,NA,NA,NA,NA,509,601,NA,0,4,NA,NA,poor quality,509,601,601,NA,09-05-13,01-06-13,NA,NA,NA,09-05-13,01-06-13,01-06-13,NA,09-05-13,10.4,23.3,10.4,10-05-13,11.1,26.5,11.4,NA,NA,NA,NA,26.5,10-05-13,18.439,10-05-13,27-03-13,21-04-13,27-03-13,NA,09-05-13,01-06-13
2015,Andavadoaka,302,KiP,FH73087,G.M|B.R,FH73076,G.M|O.B,FH73121,FH73122,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-302,2015,2015,09-04-15,25-04-15,31-03-15,31-03-15,31-03-15,31-03-15,322,312,410,HATCH,7553670,320142,2,1,10-04-15,22-03-15,12-03-15,10-04-15,10-04-15,1645,1645,NA,0,1,NA,NA,poor quality,1645,1645,1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-04-15,7.3,9.4,6.02,10-04-15,7.6,8.6,5.6,NA,NA,NA,NA,9.4,10-04-15,-24.653,10-04-15,16-03-15,10-04-15,22-03-15,-6,31-03-15,25-04-15
2015,Andavadoaka,-48,KiP,NA,LL.X|X.LW,NA,NA,G.X|X.W,G.X|X.Y,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--48,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,602,604,1,2,NA,NA,NA,602,604,604,NA,02-06-15,02-06-15,04-06-15,NA,NA,02-06-15,04-06-15,04-06-15,NA,02-06-15,11.6,26.5,13,02-06-15,12,26.3,13.7,NA,NA,NA,NA,26.5,02-06-15,18.439,02-06-15,19-04-15,14-05-15,19-04-15,NA,19-05-15,18-06-15
2014,Andavadoaka,209,KiP,FH72618,W.R|G.M,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-209,2014,2014,NA,NA,16-03-14,16-03-14,16-03-14,16-03-14,310,315,321,PRED,7553942,320461,0,2,NA,10-03-14,15-03-14,21-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-03-14,NA,16-03-14,16-03-14
2015,Andavadoaka,619,MP,NA,LL.X|X.GL,NA,NA,NA,NA,NA,F,NA,no,NA,NA,NA,NA,F,NA,2015-MP-Andavadoaka-619,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-05-15,18-06-15
2013,Andavadoaka,311,KiP,FH68786,R.B|M.G,FH68787,O.W|M.W,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-311,2013,2013,NA,NA,12-04-13,12-04-13,12-04-13,12-04-13,404,412,425,DESER,7553456,320459,NA,2,NA,04-04-13,12-04-13,25-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-04-13,NA,12-04-13,12-04-13
2015,Andavadoaka,208,WfP,FH72658,B.R|M.R,NA,NA,NA,NA,NA,F,NA,no,NA,NA,NA,NA,F,NA,2015-WfP-Andavadoaka-208,2015,2015,02-04-15,29-04-15,16-03-15,16-03-15,16-03-15,16-03-15,401,402,406,PRED,7553680,320170,0,3,NA,01-04-15,02-04-15,06-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-04-15,NA,16-03-15,29-04-15
2015,Andavadoaka,-77,KiP,NA,YY.X|X.WW,NA,NA,R.X|Y.X,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--77,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,614,NA,0,1,NA,NA,NA,614,614,614,NA,14-06-15,14-06-15,NA,NA,NA,14-06-15,14-06-15,14-06-15,NA,14-06-15,12,18,15.5,NA,NA,NA,NA,NA,NA,NA,NA,18,14-06-15,-2.981,14-06-15,20-05-15,14-06-15,20-05-15,NA,19-05-15,18-06-15
2012,Andavadoaka,-13,KiP,FH69270,B.W|M.B,NA,NA,FH69271,NA,NA,NA,NA,yes,NA,NA,NA,NA,M,NA,2012-KiP-Andavadoaka--13,2012,2012,NA,NA,24-04-12,24-04-12,24-04-12,24-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-04-12,6.9,20.8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,20.8,24-04-12,4.075,24-04-12,25-03-12,19-04-12,25-03-12,NA,24-04-12,24-04-12
2015,Andavadoaka,248,KiP,FH73114,G.M|W.O,FH73115,G.M|W.R,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-248,2015,2015,NA,NA,09-04-15,09-04-15,09-04-15,09-04-15,406,407,427,ABAN,7553667,320180,0,2,NA,06-04-15,07-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-04-15,NA,09-04-15,09-04-15
2015,Andavadoaka,618,MP,NA,LL.X|X.GL,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-MP-Andavadoaka-618,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,523,602,NA,NA,7555625,322944,NA,2,NA,23-05-15,02-06-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-05-15,NA,19-05-15,18-06-15
2015,Andavadoaka,207,WfP,FH72703,O.L|M.B,FH72429,O.O|M.L,NA,NA,NA,F,M,no,no,NA,NA,NA,F,NA,2015-WfP-Andavadoaka-207,2014,2014,11-03-15,29-04-15,NA,NA,NA,NA,323,323,323,PRED,7553696,320045,0,2,NA,23-03-15,23-03-15,23-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-15,NA,11-03-15,29-04-15
2015,Andavadoaka,101,KiP,FH73072,G.M|B.G,FH68796,NA,FH73109,FH73110,NA,F,M,yes,no,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-101,2015,2015,NA,NA,18-03-15,18-03-15,18-03-15,18-03-15,314,311,NA,HATCH,7553070,320625,NA,2,08-04-15,14-03-15,11-03-15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,408,408,408,NA,NA,NA,NA,NA,NA,08-04-15,08-04-15,08-04-15,NA,08-04-15,7.3,19.4,6.47,08-04-15,7.6,19.4,6.29,NA,NA,NA,NA,19.4,08-04-15,0.547,08-04-15,13-03-15,07-04-15,14-03-15,-0.547,18-03-15,18-03-15
2013,Andavadoaka,1,KiP,FH68822,L.G|M.O,FH47459,B.B|M.B,FH47478,FH47744,NA,M,F,no,yes,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-1,2012,2012,NA,NA,NA,NA,NA,NA,306,308,329,HATCH,7556284,319799,2,2,29-03-13,06-03-13,08-03-13,29-03-13,29-03-13,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-03-13,7.4,19.7,6.2,29-03-13,7.4,19.2,6.2,NA,NA,NA,NA,19.7,29-03-13,1.303,29-03-13,02-03-13,27-03-13,06-03-13,-3.303,NA,NA
2015,Andavadoaka,-21,KiP,FH47324,W.Y|M.Y,FH73593,R.M|O.L,X.X|X.G4,X.X|X.L7,FH73598,M,M,yes,yes,two males as parents,NA,CHICK 2015-Andavadoaka-KiP--21  -  X.X|X.G4 X.X|X.L7 FH73598 FH73599 ,M,NA,2015-KiP-Andavadoaka--21,2009,2009,NA,NA,27-05-15,27-05-15,27-05-15,27-05-15,NA,NA,NA,NA,NA,NA,NA,NA,25-05-15,NA,NA,NA,NA,527,527,NA,0,1,NA,NA,NA,527,527,527,NA,27-05-15,27-05-15,NA,NA,NA,27-05-15,27-05-15,27-05-15,NA,26-05-15,6.8,20.5,5.3,26-05-15,6.5,20,5.6,27-05-15,7.5,20.8,5.2,20.8,27-05-15,4.075,27-05-15,27-04-15,22-05-15,27-04-15,NA,27-05-15,27-05-15
2014,Andavadoaka,-401,KiP,FH72916,B.M|B.Y,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka--401,2014,2014,NA,NA,06-04-14,06-04-14,06-04-14,06-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-04-14,06-04-14
2013,Andavadoaka,21,KiP,FH47066,B.G|M.L,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-21,2013,2013,02-04-13,02-04-13,30-03-13,30-03-13,30-03-13,30-03-13,317,317,407,PRED,7553039,320658,NA,2,NA,17-03-13,17-03-13,07-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-03-13,NA,30-03-13,02-04-13
