year,site,nest,species,ring,code,mate_ring,mate_code,chick1,chick2,chick3,mol_sex_focal,mol_sex_mate,captured_focalyear_focal,captured_focalyear_mate,comments_stdfile,error.p,error.ch,field_sex_focal,field_sex_mate,nest.id,year.cr,year.mr,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,northing,easting,no_chicks,clutch_size,hatch_date,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,bf.quality,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
2014,Andavadoaka,15,KiP,FH47180,W.G|M.W,FH72495,R.B|L.M,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-15,2013,2013,29-04-14,29-04-14,NA,NA,NA,NA,313,315,322,PRED,7553983,320524,0,2,NA,13-03-14,15-03-14,22-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-03-14,NA,29-04-14,29-04-14
2013,Andavadoaka,114,WfP,FH47094,L.B|M.Y,FH47988,L.O|M.G,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-WfP-Andavadoaka-114,2013,2013,08-04-13,07-05-13,07-04-13,07-04-13,07-04-13,07-04-13,328,402,408,ONLY E1; ABANDONED,7555205,319716,NA,2,NA,28-03-13,02-04-13,08-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-03-13,NA,07-04-13,07-05-13
2015,Andavadoaka,-51,KiP,NA,LL.X|X.GL,NA,NA,R.X|X.W,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka--51,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,603,603,603,NA,NA,NA,NA,NA,NA,03-06-15,03-06-15,03-06-15,NA,03-06-15,8.5,21.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,21.7,03-06-15,6.343,03-06-15,02-05-15,27-05-15,02-05-15,NA,19-05-15,18-06-15
2014,Andavadoaka,-103,MP,FH17826,L.L|M.W,NA,NA,FH72527,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-MP-Andavadoaka--103,2009,2009,10-03-14,23-05-14,18-03-14,18-03-14,18-03-14,18-03-14,NA,NA,NA,NA,NA,NA,NA,NA,28-02-14,NA,NA,NA,NA,318,401,NA,0,5,NA,NA,NA,318,401,321,324,18-03-14,01-04-14,NA,NA,NA,18-03-14,01-04-14,21-03-14,24-03-14,18-03-14,13.3,29,13.2,NA,NA,NA,NA,NA,NA,NA,NA,29,18-03-14,24.739,18-03-14,27-01-14,21-02-14,27-01-14,NA,10-03-14,23-05-14
2013,Andavadoaka,380,KiP,FH69123,X.B|M.B,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-380,2012,2012,16-05-13,16-05-13,16-05-13,16-05-13,16-05-13,16-05-13,508,516,517,PRED,7554828,320205,NA,2,NA,08-05-13,16-05-13,17-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-05-13,NA,16-05-13,16-05-13
2015,Andavadoaka,436,KiP,FH68750,Y.M|O.G,FH68743,Y.M|W.G,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-436,2015,2015,NA,NA,06-04-15,06-04-15,06-04-15,06-04-15,331,402,415,Predated,7555927,321007,0,2,NA,31-03-15,02-04-15,15-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-03-15,NA,06-04-15,06-04-15
2014,Andavadoaka,303,KiP,FH72713,W.R|M.R,FH72721,R.L|M.R,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-303,2014,2014,30-03-14,30-03-14,26-03-14,26-03-14,26-03-14,26-03-14,318,326,409,UNKNOWN,7557468,321808,NA,2,NA,18-03-14,26-03-14,09-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-03-14,NA,26-03-14,30-03-14
2012,Andavadoaka,7,WfP,FH69222,B.R|M.Y,FH47240,B.L|O.M,FH69223,FH69224,NA,NA,M,yes,yes,NA,NA,NA,F,NA,2012-WfP-Andavadoaka-7,2012,2012,11-05-12,25-05-12,10-04-12,10-04-12,10-04-12,10-04-12,320,328,410,HATCH,7554277,319825,2,3,NA,20-03-12,28-03-12,10-04-12,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-04-12,6.3,17.5,5.5,10-04-12,6.3,18.2,6.2,NA,NA,NA,NA,18.2,10-04-12,-2.477,10-04-12,16-03-12,10-04-12,20-03-12,-4,10-04-12,25-05-12
2013,Andavadoaka,62,WfP,FH72353,O.G|M.G,FH47934,R.W|Y.M,NA,NA,NA,NA,M,yes,yes,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-62,2013,2013,NA,NA,25-05-13,25-05-13,25-05-13,25-05-13,517,525,613,UNKNOWN,7554447,320744,NA,2,NA,17-05-13,25-05-13,13-06-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-05-13,NA,25-05-13,25-05-13
2015,Andavadoaka,-65,KiP,NA,LL.X|X.OB,NA,NA,Y.X|X.R,Y.X|X.O,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--65,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,605,NA,0,1,NA,NA,NA,605,605,605,NA,05-06-15,05-06-15,NA,NA,NA,05-06-15,05-06-15,05-06-15,NA,05-06-15,12.2,30.5,17.7,05-06-15,14,30.3,19.9,NA,NA,NA,NA,30.5,05-06-15,28.519,05-06-15,12-04-15,07-05-15,12-04-15,NA,19-05-15,18-06-15
2014,Andavadoaka,2,MP,FH47025,B.Y|M.R,FH73412,R.B|M.G,FH72813,FH72814,FH73413,F,NA,no,yes,NA,More than 2 parents? 2014-Andavadoaka-MP-2  -  FH73412 FH47025 FH72474 ,CHICK 2014-Andavadoaka-MP-2  -  FH72813 FH72814 FH73413 FH73425 ,F,M,2014-MP-Andavadoaka-2,2013,2013,01-04-14,01-04-14,NA,NA,NA,NA,228,311,319,HATCH,7553410,320656,3,2,19-03-14,28-02-14,11-03-14,19-03-14,19-03-14,321,328,NA,0,3,NA,NA,poor quality,321,328,328,NA,21-03-14,28-03-14,NA,NA,NA,21-03-14,28-03-14,28-03-14,NA,21-03-14,7.7,21.5,6.7,21-03-14,8.4,21.7,6.3,12-11-14,7.3,20.5,7,21.7,21-03-14,6.343,21-03-14,17-02-14,14-03-14,28-02-14,-10.343,21-03-14,01-04-14
2015,Andavadoaka,108,KiP,FH47194,B.O|M.G,FH72534,X.X|M.X,FH72685,FH72686,NA,F,M,no,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-108,2013,2013,05-03-15,20-04-15,NA,NA,NA,NA,312,313,407,HATCH,7556240,319775,NA,2,07-04-15,12-03-15,13-03-15,07-04-15,NA,422,422,NA,0,3,NA,NA,poor quality,407,422,422,422,22-04-15,22-04-15,NA,NA,NA,07-04-15,22-04-15,22-04-15,22-04-15,07-04-15,7.4,20.12,5.72,07-04-15,7.4,20.2,5.9,NA,NA,NA,NA,20.2,07-04-15,2.563,07-04-15,10-03-15,04-04-15,12-03-15,-1.563,05-03-15,22-04-15
2009,Andavadoaka,-21,KiP,FH47333,W.Y|M.R,NA,NA,FH47332,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2009-KiP-Andavadoaka--21,2009,2009,15-06-09,15-06-09,15-06-09,15-06-09,15-06-09,15-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-06-09,7.9,21.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,21.4,15-06-09,5.587,15-06-09,15-05-09,09-06-09,15-05-09,NA,15-06-09,15-06-09
2014,Andavadoaka,202,KiP,FH72603,W.L|B.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-202,2014,2014,NA,NA,14-03-14,14-03-14,14-03-14,14-03-14,312,314,431,PRED,7553066,320813,0,2,NA,12-03-14,14-03-14,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-03-14,NA,14-03-14,14-03-14
2013,Andavadoaka,60,WfP,FH72335,G.Y|M.O,FH72336,G.Y|M.R,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-60,2013,2013,NA,NA,23-05-13,23-05-13,23-05-13,23-05-13,515,523,527,PRED,7554026,320666,NA,2,NA,15-05-13,23-05-13,27-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-05-13,NA,23-05-13,23-05-13
2015,Andavadoaka,697,KiP,FH73167,L.M|Y.G,FH73181,R.M|B.G,FH73182,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-697,2015,2015,NA,NA,15-05-15,15-05-15,15-05-15,15-05-15,505,515,517,HATCH,7555767,323299,1,2,17-05-15,05-05-15,15-05-15,17-05-15,17-05-15,NA,NA,NA,NA,1,NA,NA,NA,517,517,517,NA,NA,NA,NA,NA,NA,17-05-15,17-05-15,17-05-15,NA,17-05-15,7.1,21,5.9,NA,NA,NA,NA,NA,NA,NA,NA,21,17-05-15,4.579,17-05-15,17-04-15,12-05-15,05-05-15,-17.579,15-05-15,15-05-15
2009,Andavadoaka,1,WfP,FH17852,B.Y|M.B,FH17853,B.O|M.W,NA,NA,NA,NA,M,yes,yes,NA,NA,NA,F,NA,2009-WfP-Andavadoaka-1,2009,2009,NA,NA,02-03-09,02-03-09,02-03-09,02-03-09,216,227,302,UNKNOWN,7556033,321215,NA,2,NA,16-02-09,27-02-09,02-03-09,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-02-09,NA,02-03-09,02-03-09
2015,Andavadoaka,255,KiP,FH73144,O.M|R.R,FH73142,O.M|O.Y,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-255,2015,2015,NA,NA,25-04-15,25-04-15,25-04-15,25-04-15,421,420,430,PRED,7553531,320376,0,2,NA,21-04-15,20-04-15,30-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-04-15,NA,25-04-15,25-04-15
2014,Andavadoaka,5,WfP,FH47357,B.L|M.Y,FH69177,Y.B|M.B,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-5,2014,2012,18-04-14,18-04-14,12-03-14,12-03-14,12-03-14,12-03-14,302,312,316,PRED,7553788,319843,0,2,NA,02-03-14,12-03-14,16-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-03-14,NA,12-03-14,18-04-14
2013,Andavadoaka,53,KiP,FH47462,G.G|M.Y,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-53,2013,2013,08-04-13,14-04-13,03-04-13,03-04-13,03-04-13,03-04-13,322,323,330,UNKNOWN,7553382,319409,NA,2,NA,22-03-13,23-03-13,30-03-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-03-13,NA,03-04-13,14-04-13
2009,Andavadoaka,9,KiP,FH17844,O.Y|M.B,FH17858,O.O|M.R,NA,NA,NA,NA,M,yes,yes,NA,NA,NA,F,NA,2009-KiP-Andavadoaka-9,2009,2009,NA,NA,01-03-09,01-03-09,01-03-09,01-03-09,404,404,410,DESER,7554945,320208,NA,1,NA,04-04-09,04-04-09,10-04-09,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-04-09,NA,01-03-09,01-03-09
2013,Andavadoaka,33,WfP,FH72152,G.R|M.B,FH72269,G.O|M.R,FH72153,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-WfP-Andavadoaka-33,2013,2013,NA,NA,06-05-13,06-05-13,06-05-13,06-05-13,414,422,506,HATCH,7553079,320947,1,2,NA,14-04-13,22-04-13,06-05-13,NA,506,506,NA,0,1,NA,NA,NA,506,506,506,NA,06-05-13,06-05-13,NA,NA,NA,06-05-13,06-05-13,06-05-13,NA,06-05-13,6.7,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-13,NA,06-05-13,06-05-13
2014,Andavadoaka,402,WfP,FH68802,L.R|M.W,FH72243,G.G|M.B,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-WfP-Andavadoaka-402,2012,2012,16-03-14,20-05-14,10-04-14,10-04-14,10-04-14,10-04-14,330,410,NA,NA,7555453,321184,NA,1,NA,30-03-14,10-04-14,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-03-14,NA,16-03-14,20-05-14
2015,Andavadoaka,-63,KiP,NA,GG.X|X.BY,NA,NA,Y.X|X.L,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--63,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,605,NA,0,1,NA,NA,NA,605,605,605,NA,05-06-15,05-06-15,NA,NA,NA,05-06-15,05-06-15,05-06-15,NA,05-06-15,10,25,10.5,NA,NA,NA,NA,NA,NA,NA,NA,25,05-06-15,14.659,05-06-15,26-04-15,21-05-15,26-04-15,NA,19-05-15,18-06-15
2015,Andavadoaka,683,KiP,FH72976,L.M|R.B,FH72983,L.M|R.G,FH73154,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-683,2015,2015,NA,NA,08-05-15,08-05-15,08-05-15,08-05-15,428,508,515,HATCH,7556346,322940,1,2,15-05-15,28-04-15,08-05-15,15-05-15,15-05-15,515,515,NA,0,1,NA,NA,NA,515,515,515,NA,15-05-15,15-05-15,NA,NA,NA,15-05-15,15-05-15,15-05-15,NA,15-05-15,6.5,20.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,20.5,15-05-15,3.319,15-05-15,16-04-15,11-05-15,28-04-15,-11.319,08-05-15,15-05-15
2015,Andavadoaka,204,WfP,FH72170,G.R|M.G,FH73075,W.L|M.B,NA,NA,NA,M,F,no,yes,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-204,2013,2013,06-03-15,20-03-15,NA,NA,NA,NA,320,316,926,PRED,7553671,319708,0,3,NA,20-03-15,16-03-15,26-09-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-03-15,NA,06-03-15,20-03-15
2015,Andavadoaka,-46,KiP,FH73286,R.M|Y.R,NA,NA,FH73287,FH73288,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--46,2015,2015,NA,NA,01-06-15,01-06-15,01-06-15,01-06-15,NA,NA,NA,NA,NA,NA,NA,NA,26-05-15,NA,NA,NA,NA,601,601,NA,0,1,NA,NA,NA,601,601,601,NA,01-06-15,01-06-15,NA,NA,NA,01-06-15,01-06-15,01-06-15,NA,01-06-15,9,23,6.6,01-06-15,9.1,23.1,6.8,NA,NA,NA,NA,23.1,01-06-15,9.871,01-06-15,27-04-15,22-05-15,27-04-15,NA,01-06-15,01-06-15
2013,Andavadoaka,-21,KiP,FH72302,B.R|R.M,NA,NA,FH72303,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka--21,2013,2013,NA,NA,18-05-13,18-05-13,18-05-13,18-05-13,NA,NA,NA,NA,NA,NA,NA,NA,18-05-13,NA,NA,NA,NA,518,518,NA,0,1,NA,NA,NA,518,518,518,NA,18-05-13,18-05-13,NA,NA,NA,18-05-13,18-05-13,18-05-13,NA,18-05-13,14,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-05-13,18-05-13
2015,Andavadoaka,104,MP,FH72681,B.R|M.L,FH72279,B.R|M.O,NA,NA,NA,F,F,yes,yes,two females as parents,NA,NA,F,NA,2015-MP-Andavadoaka-104,2015,2015,07-04-15,22-04-15,04-04-15,04-04-15,04-04-15,04-04-15,327,327,413,TRAMPLED,7555485,320073,NA,2,NA,27-03-15,27-03-15,13-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-03-15,NA,04-04-15,22-04-15
2015,Andavadoaka,414,KiP,FH68735,Y.M|R.B,FH68753,Y.M|Y.B,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-414,2015,2015,07-04-15,09-04-15,03-04-15,03-04-15,03-04-15,03-04-15,324,326,417,Hatch?,7556164,320927,NA,2,NA,24-03-15,26-03-15,17-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-03-15,NA,03-04-15,09-04-15
2015,Andavadoaka,313,KiP,FH73472,M.Y|L.R,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-313,2015,2015,NA,NA,29-03-15,29-03-15,29-03-15,29-03-15,323,322,410,PRED,7555943,321409,0,2,NA,23-03-15,22-03-15,10-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-15,NA,29-03-15,29-03-15
2015,Andavadoaka,102,KiP,FH47071,O.O|M.Y,FH68850,NA,NA,NA,NA,F,M,no,no,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-102,2013,2013,10-03-15,13-03-15,NA,NA,NA,NA,314,311,406,PRED,7553536,320157,NA,2,NA,14-03-15,11-03-15,06-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-03-15,NA,10-03-15,13-03-15
2015,Andavadoaka,330,KiP,FH73479,B.M|W.R,FH73204,B.M|W.O,FH73221,FH73222,NA,M,M,yes,yes,two males as parents,NA,NA,M,NA,2015-KiP-Andavadoaka-330,2015,2015,NA,NA,04-04-15,04-04-15,04-04-15,04-04-15,329,331,421,HATCH,7556021,321242,2,2,NA,29-03-15,31-03-15,21-04-15,NA,421,425,NA,0,2,NA,NA,NA,421,425,425,NA,21-04-15,25-04-15,NA,NA,NA,21-04-15,25-04-15,25-04-15,NA,21-04-15,7.9,19.1,5.85,21-04-15,7.6,17.9,5.65,NA,NA,NA,NA,19.1,21-04-15,-0.209,21-04-15,27-03-15,21-04-15,29-03-15,-2,04-04-15,25-04-15
2015,Andavadoaka,698,KiP,FH73577,R.M|L.L,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-698,2015,2015,NA,NA,20-05-15,20-05-15,20-05-15,20-05-15,511,516,NA,UNKNOWN,7554631,320961,NA,2,NA,11-05-15,16-05-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-05-15,NA,20-05-15,20-05-15
2015,Andavadoaka,403,KiP,FH68815,Y.O|M.Y,FH72248,NA,NA,NA,NA,F,M,no,no,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-403,2012,2012,06-03-15,13-04-15,NA,NA,NA,NA,312,313,407,Predated,7556032,320831,0,1,NA,12-03-15,13-03-15,07-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-03-15,NA,06-03-15,13-04-15
2015,Andavadoaka,148,KiP,FH73512,W.Y|O.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-148,2015,2015,20-04-15,20-04-15,17-04-15,17-04-15,17-04-15,17-04-15,413,416,429,PRED,7557182,320064,NA,2,NA,13-04-15,16-04-15,29-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-04-15,NA,17-04-15,20-04-15
2010,Andavadoaka,210,KiP,FH47576,Y.G|Y.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2010-KiP-Andavadoaka-210,2010,2010,NA,NA,17-03-10,17-03-10,17-03-10,17-03-10,228,301,327,HATCH,7556391,323013,NA,2,NA,28-02-10,01-03-10,27-03-10,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-02-10,NA,17-03-10,17-03-10
2013,Andavadoaka,-127,KiP,FH72258,G.L|O.M,NA,NA,FH72257,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka--127,2013,2013,07-05-13,06-06-13,06-05-13,06-05-13,06-05-13,06-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,514,NA,0,2,NA,NA,NA,506,514,514,NA,06-05-13,14-05-13,NA,NA,NA,06-05-13,14-05-13,14-05-13,NA,06-05-13,8.3,21.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,21.7,06-05-13,6.343,06-05-13,04-04-13,29-04-13,04-04-13,NA,06-05-13,06-06-13
2012,Andavadoaka,108,KiP,FH69062,Y.L|M.O,FH69068,L.R|M.W,FH69174,FH69175,NA,NA,M,yes,yes,NA,NA,NA,F,NA,2012-KiP-Andavadoaka-108,2012,2012,NA,NA,02-05-12,02-05-12,02-05-12,02-05-12,421,502,503,HATCH,7555976,320871,2,2,NA,21-04-12,02-05-12,03-05-12,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-05-12,10.4,25.6,10.5,17-05-12,11.7,26.1,11,NA,NA,NA,NA,26.1,17-05-12,17.431,17-05-12,04-04-12,29-04-12,21-04-12,-16.431,02-05-12,02-05-12
2015,Andavadoaka,606,KiP,FH72947,L.M|L.O,FH72946,L.M|L.L,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-606,2015,2015,NA,NA,20-04-15,20-04-15,20-04-15,20-04-15,405,413,427,PRED,7554522,321151,NA,2,NA,05-04-15,13-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-04-15,NA,20-04-15,20-04-15
