year,site,nest,species,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.res.bs,last.res.bs,first.d.seen,last.d.seen,mol_sex_focal,mol_sex_mate
2006,E,1,SP,U,U,508,NA,NA,CA031,CA035,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|GX.RX,2006-E-1,2006,2006,2006-RX.MX|GX.RX,NA,NA,30-05-06,30-05-06,30-05-06,30-05-06,508,513,607,UNHATCH,23.95476667,-106.9142667,0,3,08-05-06,13-05-06,07-06-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-05-06,NA,NA,NA,30-05-06,30-05-06,M,F
2006,E,2,SP,U,U,606,NA,NA,CA178,CA159,NA,NA,NA,NA,NA,NA,NA,M,F,OX.MX|LX.YX,2006-E-2,2006,2006,2006-OX.MX|LX.YX,NA,NA,17-06-06,17-06-06,17-06-06,17-06-06,606,602,625,PRED,23.95646667,-106.9160667,NA,3,06-06-06,02-06-06,25-06-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-06-06,NA,NA,NA,17-06-06,17-06-06,M,NA
2007,A,-1,SP,U,U,NA,NA,NA,CA139,CA2036,CA1220,CA1221,CA1222,NA,NA,NA,NA,M,F,YX.MX|OX.YX,2007-A--1,2006,2006,2007-YX.MX|OX.YX,19-05-07,22-05-07,18-05-07,18-05-07,18-05-07,18-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,615,NA,0,19,NA,NA,518,615,615,NA,18-05-07,15-06-07,NA,NA,NA,18-05-07,15-06-07,15-06-07,NA,18-05-07,NA,18.2,5.1,18-05-07,NA,18,5.4,18-05-07,NA,18.5,5.3,18.5,18-05-07,2.889967638,18-05-07,20-04-07,20-04-07,NA,19-05-07,22-05-07,18-05-07,15-06-07,no mol_sex,F
2007,A,1,SP,ParCare,CF2,503,528,526,802109735,CA262,CA1239,CA1240,NA,NA,NA,NA,NA,M,F,YX.RX|WX.GM,2007-A-1,2006,2006,2007-YX.RX|WX.GM,22-05-07,23-05-07,08-05-07,08-05-07,08-05-07,08-05-07,503,429,528,HATCH,23.91296321,-106.96,3,3,03-05-07,29-04-07,28-05-07,28-05-07,528,611,NA,0,8,NA,NA,528,611,611,NA,28-05-07,11-06-07,NA,NA,NA,28-05-07,11-06-07,11-06-07,NA,28-05-07,NA,17.2,6.2,28-05-07,NA,16.5,5.8,NA,NA,NA,NA,17.2,28-05-07,-1.317152104,28-05-07,04-05-07,03-05-07,1.317152104,22-05-07,23-05-07,08-05-07,11-06-07,NA,F
2007,A,2,SP,ParCare,CFD4,503,NA,530,CA008,CA1254,CA1293,CA1415,NA,NA,NA,NA,NA,M,F,RX.MX|WX.OX,2007-A-2,2006,2006,2007-RX.MX|WX.OX,20-05-07,08-07-07,16-05-07,16-05-07,16-05-07,16-05-07,503,429,531,UNHATCH,23.91250317,-106.96,0,3,03-05-07,29-04-07,31-05-07,NA,601,617,NA,0,8,NA,NA,531,617,617,NA,01-06-07,17-06-07,NA,NA,NA,31-05-07,17-06-07,17-06-07,NA,31-05-07,NA,17.5,5.2,01-06-07,NA,15,5.5,NA,NA,NA,NA,17.5,31-05-07,-0.346278317,31-05-07,06-05-07,03-05-07,3.346278317,20-05-07,08-07-07,16-05-07,08-07-07,no mol_sex,F
2007,A,3,SP,ParCare,CF2,504,529,528,CA123,CA1526,CA1286,CA1289,NA,NA,NA,NA,"female was CA1528, but in captures it is CA1526 and in BirdRef as well (CCI 2016)",M,F,YX.MX|LX.RX,2007-A-3,2006,2006,2007-YX.MX|LX.RX,20-05-07,05-07-07,19-05-07,19-05-07,19-05-07,19-05-07,504,429,529,HATCH,23.91051687,-106.96,3,3,04-05-07,29-04-07,29-05-07,29-05-07,608,703,NA,0,11,NA,NA,530,703,703,NA,08-06-07,03-07-07,NA,NA,NA,30-05-07,03-07-07,03-07-07,NA,30-05-07,NA,17.2,5.8,30-05-07,NA,16.5,6.1,NA,NA,NA,NA,17.2,30-05-07,-1.317152104,30-05-07,06-05-07,04-05-07,2.317152104,20-05-07,05-07-07,19-05-07,05-07-07,M,F
2007,A,4,SP,U,U,507,601,NA,CA110,CA226,CA1296,CA1429,CA1413,CA1414,NA,NA,NA,M,F,YX.MX|GX.OX,2007-A-4,2006,2006,2007-YX.MX|GX.OX,22-05-07,28-05-07,21-05-07,21-05-07,21-05-07,21-05-07,507,506,601,HATCH,23.91012608,-106.96,3,3,07-05-07,06-05-07,01-06-07,01-06-07,601,626,NA,0,15,NA,NA,601,626,626,NA,01-06-07,26-06-07,NA,NA,NA,01-06-07,26-06-07,26-06-07,NA,01-06-07,NA,17.1,4.7,06-06-07,NA,19.5,7,01-06-07,NA,17.3,5.7,19.5,06-06-07,6.126213592,06-06-07,05-05-07,07-05-07,-1.126213592,22-05-07,28-05-07,21-05-07,26-06-07,M,F
2007,A,5,SP,ParCare,CF2,505,530,528,CA1260,CA1255,CA1288,CA1287,NA,NA,NA,NA,NA,M,F,LX.MX|OX.GX,2007-A-5,2007,2007,2007-LX.MX|OX.GX,08-07-07,12-07-07,11-05-07,11-05-07,11-05-07,11-05-07,505,506,530,HATCH,23.90834696,-106.96,3,3,05-05-07,06-05-07,30-05-07,30-05-07,531,703,NA,0,17,NA,NA,530,703,703,NA,31-05-07,03-07-07,NA,NA,NA,30-05-07,03-07-07,03-07-07,NA,30-05-07,NA,17.1,6.2,30-05-07,NA,16.7,6.1,NA,NA,NA,NA,17.1,30-05-07,-1.640776699,30-05-07,06-05-07,05-05-07,1.640776699,08-07-07,12-07-07,11-05-07,12-07-07,M,F
2007,A,6,SP,ParCare,CF2,503,528,527,CA1259,CA1256,CA1285,CA1283,NA,NA,NA,NA,NA,M,F,LX.MX|LX.LX,2007-A-6,2007,2007,2007-LX.MX|LX.LX,20-05-07,20-05-07,11-05-07,20-06-07,11-05-07,20-06-07,503,506,528,HATCH,23.90740099,-106.96,3,3,03-05-07,06-05-07,28-05-07,28-05-07,531,611,NA,0,7,NA,NA,529,611,604,607,31-05-07,11-06-07,NA,NA,NA,29-05-07,11-06-07,04-06-07,07-06-07,29-05-07,NA,17.2,5.8,29-05-07,NA,17,5.7,NA,NA,NA,NA,17.2,29-05-07,-1.317152104,29-05-07,05-05-07,03-05-07,2.317152104,20-05-07,20-05-07,11-05-07,20-06-07,M,F
2007,A,7,SP,ParCare,CF2,515,609,609,CA1234,CA072,CA1431,CA1434,NA,NA,NA,NA,NA,M,F,BX.MX|LX.GX,2007-A-7,2007,2007,2007-BX.MX|LX.GX,NA,NA,24-05-07,24-05-07,24-05-07,24-05-07,515,516,609,HATCH,23.90745347,-106.96,3,3,15-05-07,16-05-07,09-06-07,09-06-07,609,706,NA,2,17,NA,NA,609,706,706,NA,09-06-07,06-07-07,NA,NA,NA,09-06-07,06-07-07,06-07-07,NA,09-06-07,NA,18.1,6.2,09-06-07,NA,17.1,6,NA,NA,NA,NA,18.1,09-06-07,1.595469256,09-06-07,13-05-07,15-05-07,-1.595469256,NA,NA,24-05-07,06-07-07,M,F
2007,A,8,SP,U,U,519,613,NA,CA220,CA177,CA1311,CA1445,NA,NA,NA,NA,NA,M,F,RX.MX|RX.BX,2007-A-8,2006,2006,2007-RX.MX|RX.BX,04-07-07,09-07-07,03-05-07,05-06-07,03-05-07,05-06-07,519,516,613,HATCH,23.90559894,-106.95,3,3,19-05-07,16-05-07,13-06-07,13-06-07,614,629,NA,0,11,NA,NA,614,629,628,629,14-06-07,29-06-07,NA,NA,NA,14-06-07,29-06-07,28-06-07,29-06-07,14-06-07,NA,17.3,4.7,15-06-07,NA,19.3,6.1,NA,NA,NA,NA,19.3,15-06-07,5.478964401,15-06-07,15-05-07,19-05-07,-3.478964401,04-07-07,09-07-07,03-05-07,09-07-07,M,F
2007,A,9,SP,ParCare,CF2,517,611,609,CA1301,CA1281,CA1306,CA1307,NA,NA,NA,NA,NA,M,F,LX.MX|GX.GX,2007-A-9,2007,2007,2007-LX.MX|GX.GX,NA,NA,06-06-07,06-06-07,06-06-07,06-06-07,517,516,611,HATCH,23.90463079,-106.95,3,3,17-05-07,16-05-07,11-06-07,11-06-07,611,622,NA,0,11,NA,NA,611,622,621,622,11-06-07,22-06-07,NA,NA,NA,11-06-07,22-06-07,21-06-07,22-06-07,11-06-07,NA,16.3,5.3,11-06-07,NA,17.5,5.1,NA,NA,NA,NA,17.5,11-06-07,-0.346278317,11-06-07,17-05-07,17-05-07,0.346278317,NA,NA,06-06-07,22-06-07,M,F
2007,A,102,SP,ParCare,CF2,428,523,521,CA115,CA1210,CA1231,CA1233,NA,NA,NA,NA,NA,M,F,YX.MX|GX.YX,2007-A-102,2006,2006,2007-YX.MX|GX.YX,30-07-07,30-07-07,13-05-07,17-05-07,13-05-07,17-05-07,428,429,523,HATCH,23.90860126,-106.96,3,3,28-04-07,29-04-07,23-05-07,23-05-07,524,614,NA,0,7,NA,NA,524,614,614,NA,24-05-07,14-06-07,NA,NA,NA,24-05-07,14-06-07,14-06-07,NA,24-05-07,NA,17,6.1,24-05-07,NA,17.8,6,NA,NA,NA,NA,17.8,24-05-07,0.624595469,24-05-07,28-04-07,28-04-07,0.375404531,30-07-07,30-07-07,13-05-07,30-07-07,M,F
2007,A,103,SP,ParCare,CF2,507,531,530,CA1223,CA1253,CA1295,NA,NA,NA,NA,NA,NA,M,F,BX.MX|BX.RX,2007-A-103,2007,2007,2007-BX.MX|BX.RX,20-05-07,20-05-07,19-05-07,20-06-07,19-05-07,20-06-07,506,430,531,HATCH,23.90763129,-106.96,2,3,06-05-07,30-04-07,31-05-07,31-05-07,531,619,NA,0,2,NA,NA,531,619,531,619,31-05-07,19-06-07,NA,NA,NA,31-05-07,19-06-07,31-05-07,19-06-07,31-05-07,NA,17.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,17.4,31-05-07,-0.669902913,31-05-07,06-05-07,06-05-07,0.669902913,20-05-07,20-05-07,19-05-07,20-06-07,M,F
2007,A,106,SP,ParCare,CF2,521,615,613,CA138,802109729,CA1315,CA1446,NA,NA,NA,NA,NA,M,F,YX.MX|LX.GX,2007-A-106,2006,2006,2007-YX.MX|LX.GX,23-05-07,05-07-07,06-05-07,09-06-07,06-05-07,09-06-07,521,518,615,HATCH,23.90211212,-106.95,2,3,21-05-07,18-05-07,15-06-07,15-06-07,615,711,NA,0,18,NA,NA,615,711,711,NA,15-06-07,11-07-07,NA,NA,NA,15-06-07,11-07-07,11-07-07,NA,15-06-07,NA,17.2,4.6,16-06-07,NA,18.5,7.3,NA,NA,NA,NA,18.5,16-06-07,2.889967638,16-06-07,19-05-07,21-05-07,-1.889967638,23-05-07,05-07-07,06-05-07,11-07-07,M,NA
2007,A,107,SP,U,U,531,NA,NA,CA2040,CA1273,NA,NA,NA,NA,NA,NA,NA,M,F,WX.BX|YX.WM,2007-A-107,2007,2007,2007-WX.BX|YX.WM,28-07-07,28-07-07,24-05-07,14-06-07,24-05-07,14-06-07,520,518,601,PREDATED,23.90600499,-106.95,0,2,20-05-07,18-05-07,01-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-05-07,NA,28-07-07,28-07-07,24-05-07,28-07-07,M,F
2007,A,108,SP,U,U,516,NA,NA,CA166,CA060,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|RX.WX,2007-A-108,2006,2006,2007-WX.MX|RX.WX,NA,NA,24-05-07,20-06-07,24-05-07,20-06-07,510,518,601,ABAN,23.90811568,-106.95,0,2,10-05-07,18-05-07,01-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-05-07,NA,NA,NA,24-05-07,20-06-07,NA,F
2007,A,109,SP,U,U,605,NA,NA,CA098,CA101,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|YX.OX,2007-A-109,2006,2006,2007-WX.MX|YX.OX,22-05-07,05-07-07,23-05-07,29-06-07,23-05-07,29-06-07,518,519,606,PREDATED,23.90998503,-106.96,0,3,18-05-07,19-05-07,06-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-05-07,NA,22-05-07,05-07-07,22-05-07,05-07-07,M,F
2007,A,110,SP,ParCare,CFD3,530,NA,609,CA2073,CA015,CA1433,CA1436,CA1437,NA,NA,NA,NA,M,F,WX.BX|YX.LM,2007-A-110,2006,2006,2007-WX.BX|YX.LM,27-05-07,30-07-07,23-05-07,23-05-07,23-05-07,23-05-07,512,522,610,UNHATCH,23.91329858,-106.96,0,2,12-05-07,22-05-07,10-06-07,NA,609,618,NA,0,7,NA,NA,609,618,618,NA,09-06-07,18-06-07,NA,NA,NA,09-06-07,18-06-07,18-06-07,NA,09-06-07,NA,16.5,6,11-06-07,NA,17.6,6.4,11-06-07,NA,18.2,5.7,18.2,11-06-07,1.919093851,11-06-07,15-05-07,12-05-07,3.080906149,27-05-07,30-07-07,23-05-07,30-07-07,M,F
2007,A,112,SP,ParCare,CF2,515,609,609,CA1300,CA1302,CA1432,CA1435,CA1303,NA,NA,NA,NA,M,F,LX.MX|OX.OX,2007-A-112,2007,2007,2007-LX.MX|OX.OX,NA,NA,05-06-07,05-06-07,05-06-07,05-06-07,515,523,609,HATCH,23.90538666,-106.95,3,3,15-05-07,23-05-07,09-06-07,09-06-07,609,618,NA,0,4,NA,NA,609,618,618,NA,09-06-07,18-06-07,NA,NA,NA,09-06-07,18-06-07,18-06-07,NA,09-06-07,NA,18.8,6.6,09-06-07,NA,17.1,6,10-06-07,NA,16.4,5.7,18.8,09-06-07,3.860841424,09-06-07,11-05-07,15-05-07,-3.860841424,NA,NA,05-06-07,18-06-07,M,F
2007,A,113,SP,ParCare,CF2,525,619,618,CA1310,CA1297,CA1322,CA1324,NA,NA,NA,NA,NA,M,F,LX.MX|LX.YX,2007-A-113,2007,2007,2007-LX.MX|LX.YX,27-06-07,30-07-07,12-06-07,12-06-07,12-06-07,12-06-07,525,524,619,HATCH,23.90966089,-106.96,3,3,25-05-07,24-05-07,19-06-07,19-06-07,619,626,NA,0,5,NA,NA,619,626,623,626,19-06-07,26-06-07,NA,NA,NA,19-06-07,26-06-07,23-06-07,26-06-07,19-06-07,NA,17.2,5.3,19-06-07,NA,18.1,6.5,NA,NA,NA,NA,18.1,19-06-07,1.595469256,19-06-07,23-05-07,25-05-07,-1.595469256,27-06-07,30-07-07,12-06-07,30-07-07,M,F
2007,A,114,SP,U,U,605,NA,NA,CA247,802109785,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|BX.OX,2007-A-114,2006,2006,2007-YX.MX|BX.OX,NA,NA,05-06-07,21-06-07,05-06-07,21-06-07,523,524,606,PREDATED,23.90915432,-106.96,0,3,23-05-07,24-05-07,06-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-05-07,NA,NA,NA,05-06-07,21-06-07,?,NA
2007,A,115,SP,ParCare,CFD2,522,616,613,CA1425,CA1280,CA1449,CA1461,CA1316,CA1317,NA,NA,NA,M,F,BX.MX|LX.RX,2007-A-115,2007,2007,2007-BX.MX|LX.RX,NA,NA,05-06-07,05-06-07,05-06-07,05-06-07,522,524,616,HATCH,23.90906439,-106.96,2,3,22-05-07,24-05-07,16-06-07,16-06-07,615,619,NA,0,3,NA,NA,615,619,619,NA,15-06-07,19-06-07,NA,NA,NA,15-06-07,19-06-07,19-06-07,NA,16-06-07,NA,18.6,6.5,19-06-07,NA,18.1,5.2,15-06-07,NA,18.5,5.8,18.6,16-06-07,3.213592233,16-06-07,18-05-07,22-05-07,-3.213592233,NA,NA,05-06-07,19-06-07,M,F
2007,A,117,SP,U,U,609,NA,NA,CA093,CA1251,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|YX.GX,2007-A-117,2006,2006,2007-WX.MX|YX.GX,28-05-07,29-07-07,06-05-07,02-07-07,06-05-07,02-07-07,520,525,611,PREDATED,23.90955076,-106.96,0,3,20-05-07,25-05-07,11-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-05-07,NA,28-05-07,29-07-07,06-05-07,29-07-07,M,F
2007,A,119,SP,ParCare,CF2,523,617,617,CA1309,CA1299,CA1455,CA1456,CA1454,NA,NA,NA,NA,M,F,LX.MX|RX.WX,2007-A-119,2007,2007,2007-LX.MX|RX.WX,10-07-07,10-07-07,11-06-07,11-06-07,11-06-07,11-06-07,523,525,617,HATCH,23.90599447,-106.95,3,3,23-05-07,25-05-07,17-06-07,17-06-07,617,712,NA,0,11,NA,NA,617,712,712,NA,17-06-07,12-07-07,NA,NA,NA,17-06-07,12-07-07,12-07-07,NA,17-06-07,NA,17.7,7,17-06-07,NA,17.3,5.8,17-06-07,NA,17.5,6.6,17.7,17-06-07,0.300970874,17-06-07,22-05-07,23-05-07,-0.300970874,10-07-07,10-07-07,11-06-07,12-07-07,M,F
2007,A,120,SP,ParCare,CF2,523,NA,613,802109713,CA152,NA,NA,NA,NA,NA,NA,NA,M,F,BX.WX|SX.GM,2007-A-120,2006,2006,2007-BX.WX|SX.GM,28-06-07,02-07-07,NA,NA,NA,NA,523,528,614,PREDATED,23.90891739,-106.96,0,3,23-05-07,28-05-07,14-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-05-07,NA,28-06-07,02-07-07,28-06-07,02-07-07,NA,F
2007,A,121,SP,ParCare,CF2,527,621,620,CA1336,CA171,CA1338,NA,NA,NA,NA,NA,NA,M,F,OX.MX|WX.WX,2007-A-121,2007,2007,2007-OX.MX|WX.WX,NA,NA,20-06-07,20-06-07,20-06-07,20-06-07,527,604,621,HATCH,23.90760743,-106.96,3,3,27-05-07,04-06-07,21-06-07,21-06-07,623,712,NA,0,13,NA,NA,621,712,712,NA,23-06-07,12-07-07,NA,NA,NA,21-06-07,12-07-07,12-07-07,NA,21-06-07,NA,17.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,17.4,21-06-07,-0.669902913,21-06-07,27-05-07,27-05-07,0.669902913,NA,NA,20-06-07,12-07-07,M,F
2007,A,122,SP,ParCare,CF2,531,625,624,CA172,CA1331,CA1344,CA1347,NA,NA,NA,NA,NA,M,F,OX.MX|GX.GX,2007-A-122,2006,2006,2007-OX.MX|GX.GX,22-05-07,23-06-07,16-06-07,16-06-07,16-06-07,16-06-07,531,610,625,HATCH,23.90825661,-106.96,2,3,31-05-07,10-06-07,25-06-07,25-06-07,625,703,NA,0,8,NA,NA,625,703,703,NA,25-06-07,03-07-07,NA,NA,NA,25-06-07,03-07-07,03-07-07,NA,25-06-07,NA,17.5,5.2,26-06-07,NA,18.3,5,NA,NA,NA,NA,18.3,26-06-07,2.242718447,26-06-07,29-05-07,31-05-07,-1.242718447,22-05-07,23-06-07,22-05-07,03-07-07,no mol_sex,F
2007,A,124,SP,ParCare,CFD3,603,628,626,CA1313,CA1210,CA1373,CA1351,CA1374,NA,NA,NA,NA,M,F,LX.MX|RX.YX,2007-A-124,2007,2007,2007-LX.MX|RX.YX,20-05-07,20-05-07,14-06-07,14-06-07,14-06-07,14-06-07,603,611,628,HATCH,23.90382216,-106.95,1,3,03-06-07,11-06-07,28-06-07,28-06-07,702,709,NA,0,6,NA,NA,628,709,709,NA,02-07-07,09-07-07,NA,NA,NA,28-06-07,09-07-07,09-07-07,NA,28-06-07,NA,17.6,6,27-06-07,NA,17.8,5.5,28-06-07,NA,17.9,6.6,17.9,28-06-07,0.948220065,28-06-07,02-06-07,03-06-07,-0.948220065,20-05-07,20-05-07,20-05-07,09-07-07,M,F
2007,A,125,SP,ParCare,CF2,603,628,626,CA235,CA204,CA1375,CA1372,NA,NA,NA,NA,NA,M,F,WX.MX|BX.RX,2007-A-125,2006,2006,2007-WX.MX|BX.RX,10-07-07,10-07-07,14-06-07,14-06-07,14-06-07,14-06-07,603,611,628,HATCH,23.90534468,-106.95,2,3,03-06-07,11-06-07,28-06-07,28-06-07,701,705,NA,0,5,NA,NA,628,705,705,NA,01-07-07,05-07-07,NA,NA,NA,28-06-07,05-07-07,05-07-07,NA,28-06-07,NA,16.9,6.5,28-06-07,NA,17.1,6.3,NA,NA,NA,NA,17.1,28-06-07,-1.640776699,28-06-07,04-06-07,03-06-07,1.640776699,10-07-07,10-07-07,14-06-07,10-07-07,M,F
2007,A,126,SP,U,U,NA,NA,NA,CA178,CA216,NA,NA,NA,NA,NA,NA,NA,M,F,OX.MX|LX.YX,2007-A-126,2006,2006,2007-OX.MX|LX.YX,19-05-07,05-07-07,16-06-07,16-06-07,16-06-07,16-06-07,NA,612,619,PREDATED,23.90535528,-106.95,0,3,NA,12-06-07,19-06-07,NA,NA,NA,NA,NA,0,NA,NA,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-05-07,05-07-07,19-05-07,05-07-07,M,F
2007,A,127,SP,U,U,607,702,NA,CA2040,CA1273,CA1390,CA1391,NA,NA,NA,NA,NA,M,F,WX.BX|YX.WM,2007-A-127,2007,2007,2007-WX.BX|YX.WM,28-07-07,28-07-07,24-05-07,14-06-07,24-05-07,14-06-07,607,612,702,HATCH,23.90582245,-106.95,2,3,07-06-07,12-06-07,02-07-07,02-07-07,705,707,NA,0,3,NA,NA,705,707,707,NA,05-07-07,07-07-07,NA,NA,NA,05-07-07,07-07-07,07-07-07,NA,03-07-07,NA,17.3,6.4,04-07-07,NA,16.9,5.1,NA,NA,NA,NA,17.3,03-07-07,-0.993527508,03-07-07,08-06-07,07-06-07,1.993527508,28-07-07,28-07-07,24-05-07,28-07-07,M,F
2007,A,128,SP,ParCare,CF2,601,626,625,CA1314,CA125,CA1348,CA1481,NA,NA,NA,NA,NA,M,F,LX.MX|YX.OX,2007-A-128,2007,2007,2007-LX.MX|YX.OX,02-07-07,02-07-07,14-06-07,14-06-07,14-06-07,14-06-07,601,612,626,HATCH,23.90692201,-106.95,3,3,01-06-07,12-06-07,26-06-07,26-06-07,625,708,NA,0,6,NA,NA,625,708,708,NA,25-06-07,08-07-07,NA,NA,NA,25-06-07,08-07-07,08-07-07,NA,26-06-07,NA,17.1,5.3,25-06-07,NA,17.6,7,NA,NA,NA,NA,17.6,25-06-07,-0.022653722,25-06-07,31-05-07,01-06-07,-0.977346278,02-07-07,02-07-07,14-06-07,08-07-07,M,F
2007,A,130,SP,ParCare,CF2,604,629,627,CA143,CA081,CA1378,CA1379,NA,NA,NA,NA,NA,M,F,RX.MX|RX.WX,2007-A-130,2006,2006,2007-RX.MX|RX.WX,NA,NA,20-06-07,20-06-07,20-06-07,20-06-07,604,612,629,HATCH,23.90842865,-106.96,3,3,04-06-07,12-06-07,29-06-07,29-06-07,702,711,NA,0,5,NA,NA,629,711,711,NA,02-07-07,11-07-07,NA,NA,NA,29-06-07,11-07-07,11-07-07,NA,29-06-07,NA,17.9,6.6,29-06-07,NA,17.3,5.2,NA,NA,NA,NA,17.9,29-06-07,0.948220065,29-06-07,03-06-07,04-06-07,-0.948220065,NA,NA,20-06-07,11-07-07,M,F
2007,A,131,SP,ParCare,CF2,603,628,626,RX.LX|BX.WX,CA1332,CA1376,CA1377,NA,NA,NA,NA,NA,M,F,RX.LX|BX.WX,2007-A-131,2007,NA,2007-RX.LX|BX.WX,NA,NA,16-06-07,16-06-07,16-06-07,16-06-07,603,613,628,HATCH,23.90579845,-106.96,3,3,03-06-07,13-06-07,28-06-07,28-06-07,629,708,630,0,9,NA,NA,629,708,708,NA,29-06-07,08-07-07,30-06-07,NA,NA,29-06-07,08-07-07,08-07-07,NA,29-06-07,NA,17.2,6.5,29-06-07,NA,16.9,6.2,NA,NA,NA,NA,17.2,29-06-07,-1.317152104,29-06-07,05-06-07,03-06-07,2.317152104,NA,NA,16-06-07,08-07-07,NA,F
2007,A,132,SP,U,U,602,627,NA,CA1319,CA1333,CA1492,CA1493,CA1494,CA1524,NA,NA,NA,M,F,OX.MX|RX.YX,2007-A-132,2007,2007,2007-OX.MX|RX.YX,06-07-07,08-07-07,16-06-07,16-06-07,16-06-07,16-06-07,602,613,627,HATCH,23.90502836,-106.95,3,3,02-06-07,13-06-07,27-06-07,27-06-07,627,711,NA,0,7,NA,NA,627,711,711,NA,27-06-07,11-07-07,NA,NA,NA,27-06-07,11-07-07,11-07-07,NA,27-06-07,NA,17.7,5.5,27-06-07,NA,17.6,5.8,27-06-07,NA,17,6.3,17.7,27-06-07,0.300970874,27-06-07,01-06-07,02-06-07,-0.300970874,06-07-07,08-07-07,16-06-07,11-07-07,M,F
2007,A,133,SP,ParCare,CF2,523,617,617,CA1312,CA1318,CA1452,NA,NA,NA,NA,NA,NA,M,F,LX.MX|RX.OX,2007-A-133,2007,2007,2007-LX.MX|RX.OX,28-07-07,29-07-07,14-06-07,14-06-07,14-06-07,14-06-07,523,613,617,HATCH,23.9031877,-106.95,3,3,23-05-07,13-06-07,17-06-07,17-06-07,617,712,NA,0,6,NA,NA,617,712,712,NA,17-06-07,12-07-07,NA,NA,NA,17-06-07,12-07-07,12-07-07,NA,17-06-07,NA,17.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,17.6,17-06-07,-0.022653722,17-06-07,23-05-07,23-05-07,0.022653722,28-07-07,29-07-07,14-06-07,29-07-07,M,f
